t,phi,phidot,rho_phi,p_phi,w,H,a,z
5.801160232046409,0.09999999999832014,-5.791494408222207e-13,4.995834721974466e-15,-4.9958347216390515e-15,-0.9999999999328613,4.080782082711787e-08,0.9999997551041259,2.4489593419829703e-07
6.00120024004801,0.09999999999820229,-5.991201038590641e-13,4.995834721974351e-15,-4.995834721615407e-15,-0.9999999999281513,4.080782082711741e-08,0.9999997469409311,2.530591329819032e-07
6.20124024804961,0.09999999999808044,-6.190907664068101e-13,4.9958347219744144e-15,-4.995834721591142e-15,-0.9999999999232815,4.080782082711767e-08,0.9999997387777364,2.6122233176550935e-07
6.40128025605121,0.0999999999979546,-6.390614284654582e-13,4.9958347219744326e-15,-4.995834721566033e-15,-0.999999999918252,4.080782082711774e-08,0.9999997306145418,2.693855307711601e-07
6.601320264052811,0.09999999999782477,-6.590320900350075e-13,4.995834721974293e-15,-4.99583472153997e-15,-0.999999999913063,4.0807820827117164e-08,0.9999997224513472,2.775487297768109e-07
6.801360272054411,0.09999999999769094,-6.790027511154574e-13,4.995834721974443e-15,-4.995834721513398e-15,-0.9999999999077142,4.080782082711778e-08,0.9999997142881527,2.8571192900450626e-07
7.001400280056012,0.09999999999755312,-6.989734117068069e-13,4.995834721974435e-15,-4.995834721485871e-15,-0.9999999999022058,4.0807820827117746e-08,0.9999997061249583,2.9387512801015703e-07
7.201440288057611,0.0999999999974113,-7.189440718090551e-13,4.995834721974383e-15,-4.995834721457502e-15,-0.9999999998965377,4.0807820827117534e-08,0.9999996979617639,3.020383272378524e-07
7.401480296059212,0.09999999999726548,-7.389147314222015e-13,4.9958347219743955e-15,-4.995834721428401e-15,-0.9999999998907101,4.080782082711759e-08,0.9999996897985696,3.102015266875924e-07
7.601520304060812,0.09999999999711567,-7.588853905462454e-13,4.995834721974364e-15,-4.995834721398458e-15,-0.9999999998847227,4.0807820827117455e-08,0.9999996816353753,3.1836472591528775e-07
7.801560312062413,0.09999999999696187,-7.788560491811855e-13,4.995834721974398e-15,-4.995834721367781e-15,-0.9999999998785755,4.0807820827117594e-08,0.9999996734721812,3.2652792536502773e-07
8.001600320064012,0.09999999999680406,-7.988267073270215e-13,4.995834721974386e-15,-4.995834721336262e-15,-0.9999999998722688,4.080782082711755e-08,0.9999996653089871,3.346911248147677e-07
8.201640328065613,0.09999999999664227,-8.187973649837525e-13,4.9958347219744405e-15,-4.995834721304011e-15,-0.9999999998658023,4.080782082711777e-08,0.999999657145793,3.428543244865523e-07
8.401680336067214,0.09999999999647648,-8.387680221513777e-13,4.995834721974449e-15,-4.995834721270918e-15,-0.9999999998591764,4.0807820827117806e-08,0.9999996489825991,3.5101752415833687e-07
8.601720344068815,0.0999999999963067,-8.587386788298965e-13,4.995834721974414e-15,-4.995834721236982e-15,-0.9999999998523906,4.080782082711766e-08,0.9999996408194052,3.5918072383012145e-07
8.801760352070414,0.09999999999613292,-8.787093350193073e-13,4.995834721974332e-15,-4.995834721202202e-15,-0.9999999998454451,4.080782082711733e-08,0.9999996326562113,3.6734392372395064e-07
9.001800360072014,0.09999999999595514,-8.986799907196104e-13,4.995834721974317e-15,-4.99583472116669e-15,-0.9999999998383401,4.080782082711726e-08,0.9999996244930175,3.755071236177798e-07
9.201840368073615,0.09999999999577337,-9.186506459308042e-13,4.995834721974366e-15,-4.995834721130448e-15,-0.9999999998310756,4.080782082711747e-08,0.9999996163298238,3.836703232895644e-07
9.401880376075216,0.0999999999955876,-9.386213006528887e-13,4.99583472197426e-15,-4.9958347210932505e-15,-0.9999999998236512,4.080782082711703e-08,0.9999996081666302,3.918335231833936e-07
9.601920384076816,0.09999999999539785,-9.585919548858626e-13,4.99583472197433e-15,-4.995834721055432e-15,-0.9999999998160671,4.0807820827117316e-08,0.9999996000034366,3.99996723521312e-07
9.801960392078415,0.09999999999520409,-9.785626086297248e-13,4.9958347219744665e-15,-4.9958347210168824e-15,-0.9999999998083235,4.080782082711788e-08,0.9999995918402431,4.081599234151412e-07
10.002000400080016,0.09999999999500635,-9.985332618844753e-13,4.9958347219743355e-15,-4.9958347209772674e-15,-0.9999999998004201,4.080782082711734e-08,0.9999995836770497,4.163231237530596e-07
10.202040408081617,0.0999999999948046,-1.0185039146501128e-12,4.9958347219744925e-15,-4.995834720937142e-15,-0.9999999997923569,4.0807820827117984e-08,0.9999995755138563,4.2448632386893337e-07
10.402080416083217,0.09999999999459887,-1.0384745669266368e-12,4.995834721974382e-15,-4.9958347208959524e-15,-0.9999999997841342,4.0807820827117534e-08,0.999999567350663,4.3264952420685177e-07
10.602120424084816,0.09999999999438913,-1.0584452187140462e-12,4.9958347219744476e-15,-4.995834720854142e-15,-0.999999999775752,4.08078208271178e-08,0.9999995591874697,4.4081272454477016e-07
10.802160432086417,0.0999999999941754,-1.0784158700123404e-12,4.99583472197447e-15,-4.995834720811488e-15,-0.9999999997672098,4.080782082711789e-08,0.9999995510242766,4.4897592488268856e-07
11.002200440088018,0.09999999999395767,-1.0983865208215187e-12,4.995834721974333e-15,-4.995834720767881e-15,-0.9999999997585084,4.080782082711733e-08,0.9999995428610835,4.5713912544265156e-07
11.202240448089618,0.09999999999373596,-1.1183571711415796e-12,4.995834721974375e-15,-4.995834720723652e-15,-0.9999999997496468,4.08078208271175e-08,0.9999995346978905,4.6530232600261456e-07
11.40228045609122,0.09999999999351025,-1.1383278209725234e-12,4.995834721974372e-15,-4.995834720678581e-15,-0.9999999997406258,4.080782082711749e-08,0.9999995265346975,4.7346552678462217e-07
11.602320464092818,0.09999999999328055,-1.1582984703143487e-12,4.995834721974322e-15,-4.995834720632667e-15,-0.9999999997314453,4.080782082711729e-08,0.9999995183715046,4.816287273445852e-07
11.802360472094419,0.09999999999304683,-1.1782691191670552e-12,4.995834721974339e-15,-4.995834720586021e-15,-0.999999999722105,4.0807820827117356e-08,0.9999995102083117,4.897919281265928e-07
12.00240048009602,0.09999999999280915,-1.1982397675306417e-12,4.9958347219744215e-15,-4.995834720538643e-15,-0.9999999997126048,4.080782082711769e-08,0.9999995020451189,4.97955129130645e-07
12.20244048809762,0.09999999999256745,-1.2182104154051073e-12,4.995834721974347e-15,-4.995834720490311e-15,-0.9999999997029452,4.080782082711739e-08,0.9999994938819262,5.061183299126526e-07
12.40248049609922,0.09999999999232176,-1.2381810627904516e-12,4.995834721974451e-15,-4.995834720441358e-15,-0.9999999996931258,4.080782082711781e-08,0.9999994857187335,5.142815309167048e-07
12.60252050410082,0.09999999999207207,-1.2581517096866735e-12,4.995834721974397e-15,-4.9958347203914514e-15,-0.9999999996831469,4.0807820827117594e-08,0.999999477555541,5.22444731920757e-07
12.80256051210242,0.0999999999918184,-1.2781223560937725e-12,4.9958347219742985e-15,-4.995834720340702e-15,-0.9999999996730082,4.080782082711719e-08,0.9999994693923485,5.306079329248092e-07
13.002600520104021,0.09999999999156073,-1.2980930020117476e-12,4.9958347219743766e-15,-4.995834720289332e-15,-0.99999999966271,4.080782082711751e-08,0.9999994612291561,5.38771134150906e-07
13.202640528105622,0.09999999999129905,-1.318063647440598e-12,4.99583472197441e-15,-4.995834720237119e-15,-0.9999999996522521,4.080782082711765e-08,0.9999994530659637,5.469343353770029e-07
13.402680536107221,0.09999999999103339,-1.338034292380323e-12,4.995834721974397e-15,-4.9958347201840615e-15,-0.9999999996416343,4.0807820827117594e-08,0.9999994449027714,5.550975368251443e-07
13.602720544108822,0.09999999999076374,-1.358004936830922e-12,4.995834721974451e-15,-4.995834720130274e-15,-0.9999999996308571,4.080782082711781e-08,0.9999994367395791,5.632607380512411e-07
13.802760552110422,0.09999999999049008,-1.3779755807923939e-12,4.9958347219744586e-15,-4.995834720075642e-15,-0.99999999961992,4.0807820827117845e-08,0.999999428576387,5.714239394993825e-07
14.002800560112023,0.09999999999021243,-1.3979462242647382e-12,4.99583472197431e-15,-4.995834720020057e-15,-0.9999999996088236,4.0807820827117237e-08,0.9999994204131949,5.79587140947524e-07
14.202840568113622,0.0999999999899308,-1.4179168672479536e-12,4.9958347219743395e-15,-4.995834719963852e-15,-0.9999999995975672,4.0807820827117356e-08,0.9999994122500029,5.8775034261771e-07
14.402880576115223,0.09999999998964515,-1.43788750974204e-12,4.995834721974434e-15,-4.995834719906913e-15,-0.999999999586151,4.0807820827117746e-08,0.9999994040868109,5.95913544287896e-07
14.602920584116823,0.09999999998935552,-1.4578581517469963e-12,4.995834721974373e-15,-4.995834719849022e-15,-0.9999999995745755,4.0807820827117495e-08,0.999999395923619,6.04076745958082e-07
14.802960592118424,0.0999999999890619,-1.4778287932628216e-12,4.995834721974487e-15,-4.99583471979051e-15,-0.9999999995628404,4.080782082711796e-08,0.9999993877604271,6.122399478503127e-07
15.003000600120025,0.09999999998876427,-1.4977994342895154e-12,4.995834721974446e-15,-4.995834719731042e-15,-0.9999999995509452,4.080782082711779e-08,0.9999993795972354,6.204031495204987e-07
15.203040608121624,0.09999999998846265,-1.5177700748270764e-12,4.99583472197447e-15,-4.995834719670844e-15,-0.9999999995388908,4.080782082711789e-08,0.9999993714340436,6.285663514127293e-07
15.403080616123225,0.09999999998815705,-1.5377407148755043e-12,4.995834721974338e-15,-4.995834719609691e-15,-0.9999999995266763,4.080782082711735e-08,0.999999363270852,6.3672955330496e-07
15.603120624124825,0.09999999998784743,-1.5577113544347984e-12,4.995834721974383e-15,-4.995834719547918e-15,-0.9999999995143024,4.0807820827117534e-08,0.9999993551076605,6.448927554192352e-07
15.803160632126426,0.09999999998753384,-1.5776819935049578e-12,4.995834721974493e-15,-4.995834719485413e-15,-0.9999999995017689,4.0807820827117984e-08,0.9999993469444689,6.530559575335104e-07
16.003200640128025,0.09999999998721623,-1.597652632085981e-12,4.9958347219744476e-15,-4.995834719421954e-15,-0.9999999994890757,4.08078208271178e-08,0.9999993387812774,6.612191598698303e-07
16.203240648129626,0.09999999998689464,-1.6176232701778684e-12,4.995834721974357e-15,-4.9958347193576516e-15,-0.9999999994762226,4.080782082711743e-08,0.9999993306180861,6.693823619841055e-07
16.403280656131226,0.09999999998656905,-1.6375939077806183e-12,4.995834721974443e-15,-4.995834719292729e-15,-0.99999999946321,4.080782082711778e-08,0.9999993224548948,6.775455643204253e-07
16.603320664132827,0.09999999998623947,-1.6575645448942308e-12,4.995834721974373e-15,-4.995834719226852e-15,-0.9999999994500377,4.0807820827117495e-08,0.9999993142917035,6.857087666567452e-07
16.803360672134428,0.0999999999859059,-1.677535181518704e-12,4.995834721974479e-15,-4.995834719160355e-15,-0.9999999994367059,4.0807820827117925e-08,0.9999993061285124,6.93871968993065e-07
17.00340068013603,0.09999999998556833,-1.6975058176540381e-12,4.995834721974429e-15,-4.995834719092903e-15,-0.9999999994232144,4.080782082711772e-08,0.9999992979653213,7.020351715514295e-07
17.20344068813763,0.09999999998522677,-1.7174764533002318e-12,4.995834721974334e-15,-4.995834719024608e-15,-0.999999999409563,4.0807820827117336e-08,0.9999992898021303,7.101983741097939e-07
17.403480696139226,0.0999999999848812,-1.737447088457284e-12,4.995834721974416e-15,-4.995834718955693e-15,-0.999999999395752,4.080782082711767e-08,0.9999992816389393,7.18361576890203e-07
17.603520704140827,0.09999999998453164,-1.7574177231251946e-12,4.9958347219744515e-15,-4.995834718885935e-15,-0.9999999993817816,4.080782082711781e-08,0.9999992734757484,7.265247794485674e-07
17.803560712142428,0.09999999998417809,-1.777388357303963e-12,4.9958347219743316e-15,-4.995834718815223e-15,-0.9999999993676515,4.080782082711732e-08,0.9999992653125575,7.346879822289765e-07
18.00360072014403,0.09999999998382055,-1.7973589909935876e-12,4.995834721974388e-15,-4.995834718743889e-15,-0.9999999993533615,4.080782082711756e-08,0.9999992571493668,7.428511850093855e-07
18.20364072814563,0.099999999983459,-1.817329624194068e-12,4.9958347219744e-15,-4.9958347186717126e-15,-0.9999999993389117,4.080782082711761e-08,0.999999248986176,7.510143880118392e-07
18.40368073614723,0.09999999998309347,-1.8373002569054035e-12,4.995834721974366e-15,-4.995834718598695e-15,-0.9999999993243028,4.080782082711747e-08,0.9999992408229854,7.591775910142928e-07
18.60372074414883,0.09999999998272394,-1.8572708891275933e-12,4.995834721974399e-15,-4.9958347185249434e-15,-0.9999999993095338,4.08078208271176e-08,0.9999992326597948,7.673407940167465e-07
18.80376075215043,0.09999999998235042,-1.8772415208606366e-12,4.995834721974385e-15,-4.9958347184503495e-15,-0.9999999992946053,4.080782082711754e-08,0.9999992244966043,7.755039970192001e-07
19.003800760152032,0.09999999998197288,-1.8972121521045326e-12,4.995834721974327e-15,-4.995834718374912e-15,-0.9999999992795169,4.080782082711731e-08,0.9999992163334138,7.836672002436984e-07
19.203840768153633,0.09999999998159137,-1.91718278285928e-12,4.995834721974334e-15,-4.995834718298744e-15,-0.9999999992642691,4.0807820827117336e-08,0.9999992081702235,7.918304034681967e-07
19.40388077615523,0.09999999998120586,-1.937153413124879e-12,4.995834721974407e-15,-4.995834718221843e-15,-0.9999999992488615,4.0807820827117634e-08,0.9999992000070331,7.999936069147395e-07
19.60392078415683,0.09999999998081636,-1.9571240429013286e-12,4.995834721974435e-15,-4.9958347181441e-15,-0.9999999992332944,4.0807820827117746e-08,0.9999991918438429,8.081568101392378e-07
19.80396079215843,0.09999999998042286,-1.977094672188627e-12,4.9958347219744176e-15,-4.995834718065514e-15,-0.9999999992175674,4.0807820827117673e-08,0.9999991836806528,8.163200135857807e-07
20.004000800160032,0.09999999998002536,-1.9970653009867746e-12,4.995834721974466e-15,-4.995834717986196e-15,-0.9999999992016811,4.080782082711787e-08,0.9999991755174626,8.244832170323235e-07
20.204040808161633,0.09999999997962387,-2.01703592929577e-12,4.995834721974358e-15,-4.995834717905924e-15,-0.9999999991856349,4.0807820827117435e-08,0.9999991673542726,8.32646420700911e-07
20.404080816163233,0.09999999997921839,-2.037006557115613e-12,4.995834721974426e-15,-4.9958347178250305e-15,-0.9999999991694289,4.080782082711771e-08,0.9999991591910826,8.408096243694985e-07
20.604120824164834,0.0999999999788089,-2.056977184446302e-12,4.995834721974339e-15,-4.995834717743184e-15,-0.9999999991530635,4.0807820827117356e-08,0.9999991510278927,8.489728280380859e-07
20.804160832166435,0.09999999997839543,-2.0769478112878366e-12,4.995834721974429e-15,-4.995834717660716e-15,-0.9999999991365383,4.080782082711772e-08,0.9999991428647029,8.571360317066734e-07
21.004200840168036,0.09999999997797795,-2.096918437640216e-12,4.995834721974361e-15,-4.995834717577294e-15,-0.9999999991198535,4.080782082711744e-08,0.9999991347015131,8.652992355973055e-07
21.204240848169633,0.0999999999775565,-2.116889063503439e-12,4.99583472197436e-15,-4.995834717493141e-15,-0.999999999103009,4.080782082711744e-08,0.9999991265383235,8.734624394879376e-07
21.404280856171233,0.09999999997713103,-2.1368596888775062e-12,4.995834721974425e-15,-4.995834717408255e-15,-0.9999999990860046,4.0807820827117707e-08,0.9999991183751338,8.816256433785696e-07
21.604320864172834,0.09999999997670159,-2.1568303137624157e-12,4.995834721974333e-15,-4.995834717322416e-15,-0.9999999990688407,4.080782082711733e-08,0.9999991102119442,8.897888474912463e-07
21.804360872174435,0.09999999997626813,-2.1768009381581663e-12,4.9958347219744176e-15,-4.995834717235956e-15,-0.9999999990515175,4.0807820827117673e-08,0.9999991020487546,8.97952051603923e-07
22.004400880176036,0.09999999997583069,-2.1967715620647586e-12,4.995834721974457e-15,-4.9958347171486525e-15,-0.9999999990340344,4.080782082711784e-08,0.9999990938855653,9.061152557165997e-07
22.204440888177636,0.09999999997538925,-2.2167421854821908e-12,4.99583472197434e-15,-4.995834717060395e-15,-0.9999999990163915,4.080782082711736e-08,0.9999990857223758,9.14278460051321e-07
22.404480896179237,0.09999999997494381,-2.2367128084104623e-12,4.995834721974401e-15,-4.995834716971516e-15,-0.9999999989985888,4.080782082711761e-08,0.9999990775591866,9.224416643860422e-07
22.604520904180838,0.09999999997449438,-2.256683430849572e-12,4.995834721974415e-15,-4.995834716881796e-15,-0.999999998980627,4.080782082711767e-08,0.9999990693959974,9.306048687207635e-07
22.80456091218244,0.09999999997404095,-2.27665405279952e-12,4.9958347219744965e-15,-4.995834716791343e-15,-0.9999999989625049,4.0807820827118e-08,0.9999990612328081,9.387680730554848e-07
23.004600920184036,0.09999999997358354,-2.2966246742603045e-12,4.995834721974421e-15,-4.995834716699936e-15,-0.9999999989442235,4.0807820827117687e-08,0.999999053069619,9.469312776122507e-07
23.204640928185636,0.09999999997312213,-2.3165952952319255e-12,4.995834721974411e-15,-4.995834716607797e-15,-0.9999999989257823,4.080782082711765e-08,0.99999904490643,9.550944821690166e-07
23.404680936187237,0.09999999997265671,-2.3365659157143823e-12,4.995834721974467e-15,-4.995834716514927e-15,-0.9999999989071815,4.080782082711788e-08,0.999999036743241,9.63257686947827e-07
23.604720944188838,0.09999999997218731,-2.3565365357076733e-12,4.995834721974367e-15,-4.995834716421102e-15,-0.999999998888421,4.080782082711747e-08,0.9999990285800521,9.71420891504593e-07
23.80476095219044,0.09999999997171391,-2.3765071552117984e-12,4.995834721974444e-15,-4.995834716326657e-15,-0.999999998869501,4.0807820827117786e-08,0.9999990204168633,9.795840962834035e-07
24.00480096019204,0.09999999997123651,-2.3964777742267564e-12,4.995834721974364e-15,-4.995834716231258e-15,-0.9999999988504211,4.0807820827117455e-08,0.9999990122536745,9.87747301062214e-07
24.20484096819364,0.09999999997075514,-2.416448392752547e-12,4.995834721974349e-15,-4.995834716135126e-15,-0.9999999988311818,4.0807820827117395e-08,0.9999990040904858,9.95910506063069e-07
24.40488097619524,0.09999999997026975,-2.436419010789169e-12,4.995834721974401e-15,-4.995834716038264e-15,-0.9999999988117827,4.080782082711761e-08,0.9999989959272971,1.0040737110639242e-06
24.60492098419684,0.09999999996978037,-2.4563896283366216e-12,4.995834721974296e-15,-4.995834715940446e-15,-0.9999999987922238,4.0807820827117184e-08,0.9999989877641086,1.0122369160647793e-06
24.80496099219844,0.09999999996928699,-2.4763602453949037e-12,4.995834721974369e-15,-4.9958347158420085e-15,-0.9999999987725054,4.0807820827117475e-08,0.9999989796009201,1.0204001210656344e-06
25.00500100020004,0.09999999996878962,-2.4963308619640155e-12,4.9958347219743955e-15,-4.995834715742727e-15,-0.9999999987526272,4.080782082711759e-08,0.9999989714377316,1.028563326288534e-06
25.20504100820164,0.09999999996828826,-2.5163014780439557e-12,4.995834721974488e-15,-4.995834715642715e-15,-0.9999999987325896,4.0807820827117965e-08,0.9999989632745433,1.0367265315114338e-06
25.40508101620324,0.0999999999677829,-2.5362720936347233e-12,4.995834721974425e-15,-4.995834715541748e-15,-0.9999999987123921,4.0807820827117707e-08,0.999998955111355,1.044889736956378e-06
25.60512102420484,0.09999999996727355,-2.556242708736318e-12,4.995834721974426e-15,-4.99583471544005e-15,-0.9999999986920352,4.080782082711771e-08,0.9999989469481667,1.0530529421792778e-06
25.805161032206442,0.0999999999667602,-2.576213323348739e-12,4.995834721974494e-15,-4.9958347153376196e-15,-0.9999999986715183,4.080782082711799e-08,0.9999989387849785,1.0612161476242221e-06
26.005201040208043,0.09999999996624286,-2.5961839374719847e-12,4.995834721974406e-15,-4.9958347152342346e-15,-0.9999999986508419,4.080782082711763e-08,0.9999989306217905,1.0693793530691664e-06
26.205241048209643,0.09999999996572152,-2.6161545511060557e-12,4.995834721974383e-15,-4.995834715130118e-15,-0.9999999986300058,4.0807820827117534e-08,0.9999989224586023,1.0775425587361553e-06
26.405281056211244,0.09999999996519619,-2.6361251642509495e-12,4.995834721974426e-15,-4.99583471502527e-15,-0.99999999860901,4.080782082711771e-08,0.9999989142954144,1.0857057644031443e-06
26.60532106421284,0.09999999996466685,-2.656095776906666e-12,4.9958347219743135e-15,-4.995834714919469e-15,-0.9999999985878547,4.080782082711725e-08,0.9999989061322265,1.0938689700701332e-06
26.805361072214442,0.09999999996413353,-2.6760663890732057e-12,4.9958347219743766e-15,-4.995834714813045e-15,-0.9999999985665395,4.080782082711751e-08,0.9999988979690386,1.1020321759591667e-06
27.005401080216043,0.09999999996359622,-2.6960370007505664e-12,4.995834721974395e-15,-4.99583471470578e-15,-0.9999999985450649,4.080782082711758e-08,0.9999988898058508,1.1101953816261556e-06
27.205441088217643,0.0999999999630549,-2.7160076119387467e-12,4.995834721974368e-15,-4.995834714597671e-15,-0.9999999985234306,4.0807820827117475e-08,0.9999988816426632,1.1183585875151891e-06
27.405481096219244,0.09999999996250959,-2.7359782226377483e-12,4.995834721974407e-15,-4.9958347144888305e-15,-0.9999999985016365,4.0807820827117634e-08,0.9999988734794755,1.1265217936262673e-06
27.605521104220845,0.0999999999619603,-2.755948832847568e-12,4.9958347219744e-15,-4.9958347143791465e-15,-0.9999999984796827,4.080782082711761e-08,0.9999988653162879,1.1346849995153008e-06
27.805561112222446,0.099999999961407,-2.775919442568206e-12,4.995834721974349e-15,-4.99583471426862e-15,-0.9999999984575693,4.0807820827117395e-08,0.9999988571531004,1.142848205626379e-06
28.005601120224046,0.09999999996084971,-2.7958900517996616e-12,4.995834721974362e-15,-4.995834714157361e-15,-0.9999999984352963,4.080782082711745e-08,0.999998848989913,1.151011411737457e-06
28.205641128225647,0.09999999996028842,-2.8158606605419335e-12,4.9958347219743316e-15,-4.99583471404526e-15,-0.9999999984128636,4.080782082711732e-08,0.9999988408267256,1.1591746180705798e-06
28.405681136227244,0.09999999995972314,-2.8358312687950213e-12,4.9958347219743655e-15,-4.995834713932427e-15,-0.9999999983902713,4.080782082711746e-08,0.9999988326635383,1.1673378244037025e-06
28.605721144228845,0.09999999995915386,-2.8558018765589247e-12,4.9958347219744665e-15,-4.995834713818863e-15,-0.9999999983675193,4.080782082711788e-08,0.999998824500351,1.1755010307368252e-06
28.805761152230446,0.09999999995858058,-2.8757724838336417e-12,4.9958347219744105e-15,-4.995834713704343e-15,-0.9999999983446075,4.080782082711765e-08,0.9999988163371639,1.183664237069948e-06
29.005801160232046,0.09999999995800332,-2.8957430906191726e-12,4.99583472197442e-15,-4.995834713589092e-15,-0.9999999983215362,4.0807820827117687e-08,0.9999988081739768,1.1918274436251153e-06
29.205841168233647,0.09999999995742205,-2.9157136969155162e-12,4.995834721974385e-15,-4.9958347134729985e-15,-0.999999998298305,4.080782082711754e-08,0.9999988000107898,1.1999906501802826e-06
