z,H_km_s_Mpc,H_km_s_Mpc_normalized
-0.9989528933193764,0.0009459165773314,0.0028609730950780454
-0.9989528570327432,0.0009459836824688,0.0028611760580001928
-0.99895281921868,0.0009460503880051,0.002861377812308364
-0.9989527787476592,0.0009461142540564,0.002861570978448843
-0.9989527379628288,0.000946168465393,0.002861734943410635
-0.998952685014152,0.0009462245377677,0.002861904537177399
-0.9989526412363232,0.0009462631762322,0.0028620214011905887
-0.9989526013466432,0.0009462979052977,0.0028621264410264406
-0.998952563596402,0.0009463349253536,0.002862238410079998
-0.9989525271373018,0.0009463776030704,0.0028623674910184765
-0.998952491439384,0.0009464273911042,0.0028625180774745893
-0.9989524561021988,0.0009464842057819,0.0028626899163747637
-0.998952420764086,0.0009465467466147,0.0028628790743240717
-0.9989523849769364,0.0009466129425046,0.002863079287180625
-0.9989523481629756,0.0009466802740249,0.0028632829348094386
-0.9989523092847518,0.0009467464562058,0.0028634831062024197
-0.9989522665538988,0.0009468096764748,0.0028636743191412847
-0.9989522232353696,0.0009468621547661,0.0028638330424188793
-0.9989521745461938,0.0009469096386262,0.002863976659783721
-0.9989521324010004,0.0009469459783965,0.002864086571278668
-0.9989520933519168,0.0009469810283793,0.0028641925817453166
-0.9989520560892924,0.000947019807282,0.0028643098705210296
-0.9989520199102468,0.0009470649536433,0.00286444641800113
-0.998951984343641,0.0009471173489623,0.002864604890324757
-0.9989519490107074,0.0009471764436133,0.002864783625120854
-0.998951913542995,0.0009472405961859,0.0028649776578596677
-0.9989518774379484,0.000947307568389,0.002865180218715222
-0.9989518400538988,0.0009473747478779,0.0028653834065172855
-0.9989518004925678,0.0009474394776226,0.0028655791849426524
-0.9989517607850904,0.0009474951854987,0.002865747676264747
-0.9989517151946626,0.0009475472620752,0.002865905184535371
-0.998951668674938,0.0009475905887419,0.002866036228256032
-0.998951627436057,0.0009476260114104,0.0028661433659296527
-0.9989515888739334,0.0009476616679846,0.0028662512110630327
-0.9989515518921696,0.0009477018963606,0.0028663728838449172
-0.9989515158647402,0.0009477488662392,0.00286651494664641
-0.9989514803520112,0.0009478030777783,0.0028666789122206732
-0.9989514449848448,0.0009478636805836,0.00286686220850663
-0.9989514093686256,0.0009479288454032,0.0028670593028382965
-0.9989513729826642,0.0009479961959172,0.0028672630079145276
-0.9989513350795636,0.0009480631721704,0.0028674655810198165
-0.9989512945418034,0.0009481273127467,0.002867659577475207
-0.9989512536954092,0.0009481818051004,0.0028678243923875987
-0.9989512004161823,0.0009482384275894,0.002867995650003215
-0.9989511564354682,0.0009482773144577,0.0028681132653264095
-0.9989511163864973,0.0009483121820568,0.0028682187241642243
-0.9989510784971044,0.000948349293473,0.002868330969541685
-0.9989510419107406,0.0009483920543019,0.002868460301856963
-0.9989510060936422,0.0009484419394567,0.00286861118206051
-0.9989509706434032,0.0009484988867465,0.002868783422052767
-0.998950935197508,0.0009485616023678,0.002868973108658838
-0.9989508993089344,0.0009486280171374,0.0028691739835282454
-0.9989508624017212,0.0009486956056158,0.0028693784083399817
-0.9989508234520816,0.0009487620603052,0.002869579403948867
-0.998950780708768,0.0009488255231616,0.0028697713506057377
-0.9989507373932716,0.0009488782520932,0.002869930831957746
-0.9989506883708624,0.0009489262646114,0.002870076048276065
-0.9989506460182092,0.0009489628313897,0.002870186646368325
-0.9989506068048256,0.0009489979893886,0.002870292983535196
-0.998950569399593,0.0009490368225804,0.0028704104365110694
-0.9989505330914132,0.00094908201423,0.002870547120967951
-0.9989504974052992,0.0009491344758068,0.002870705793691685
-0.9989504619606524,0.0009491936834137,0.002870884870128682
-0.9989504263900916,0.0009492580008592,0.0028710794015340186
-0.9989503901908529,0.0009493251971892,0.002871282640272852
-0.9989503527273204,0.00094939265342,0.0028714866650949547
-0.9989503131138128,0.0009494576856973,0.002871683358545652
-0.9989502733598496,0.0009495137307828,0.0028718528697748336
-0.9989502278572404,0.0009495660243149,0.0028720110342387727
-0.9989501809936986,0.0009496098800741,0.0028721436782267757
-0.998950139535537,0.0009496455147695,0.0028722514571866056
-0.9989501008008572,0.0009496812416787,0.0028723595150517926
-0.9989500636712524,0.0009497214755204,0.002872481204364967
-0.998950027511907,0.0009497684411638,0.0028726232543568797
-0.9989499918791096,0.00094982268084,0.0028727873050332425
-0.998949956402027,0.0009498833664739,0.002872970851838539
-0.9989499206882212,0.0009499486869247,0.0028731684168847335
-0.9989498842182916,0.0009500162704294,0.00287337282665326
-0.9989498462572048,0.000950083538297,0.002873576281761225
-0.9989498057143334,0.0009501479973406,0.0028737712414372615
-0.9989497648738942,0.0009502028563434,0.00287393716529862
-0.9989497110945992,0.0009502603883395,0.002874111173765003
-0.9989496668439284,0.00095029963327,0.0028742298720656457
-0.9989496266017024,0.0009503346431138,0.002874335761129835
-0.9989495885529116,0.0009503717983352,0.0028744481389983644
-0.9989495518267324,0.0009504145647919,0.0028745774883352114
-0.9989495158832032,0.0009504644646965,0.0028747284131502835
-0.9989494803170098,0.000950521467306,0.0028749008204598044
-0.998949444764701,0.0009505843007872,0.002875090863539175
-0.9989494087820816,0.0009506509046723,0.0028752923103980894
-0.9989493717971332,0.0009507187535129,0.002875497522688624
-0.998949332810294,0.0009507855010684,0.0028756994040860157
-0.9989492901331706,0.0009508492220869,0.002875892131567369
-0.9989492469102658,0.0009509022480907,0.0028760525114294487
-0.9989491974269286,0.0009509510373394,0.002876200077008914
-0.998949154815308,0.0009509878989643,0.0028763115668798043
-0.9989491154095778,0.0009510231476542,0.002876418178346246
-0.9989490778446116,0.0009510619759258,0.002876535616440723
-0.9989490413967628,0.0009511071325379,0.002876672194924893
-0.9989490055854175,0.0009511595795214,0.002876830823510444
-0.9989489700275068,0.0009512188277805,0.0028770100229021
-0.9989489343572004,0.0009512832636787,0.0028772049125736898
-0.998948898073076,0.0009513506671841,0.002877408777925122
-0.9989488605487082,0.0009514184092782,0.0028776136673554047
-0.9989488209179148,0.0009514837802847,0.0028778113853099017
-0.9989487811548692,0.0009515402311987,0.00287798212398815
-0.9989487358496292,0.0009515927637888,0.002878141011495244
-0.9989486885366142,0.0009516373469407,0.002878275855519692
-0.998948646813124,0.0009516732385071,0.0028783844113990068
-0.9989486078799034,0.00095170900706,0.0028784925952176953
-0.9989485705864398,0.0009517491808729,0.002878614102970692
-0.9989485342854408,0.0009517960582655,0.0028787558860435443
-0.9989484985275904,0.0009518502385803,0.002878919757178315
-0.9989484629398814,0.0009519109417726,0.0028791033570898903
-0.9989484271333136,0.0009519763733793,0.0028793012583327934
-0.9989483905905804,0.0009520441776193,0.0028795063357265308
-0.9989483525939106,0.0009521117535131,0.0028797107224755006
-0.9989483120892316,0.0009521765661483,0.0028799067516074263
-0.998948271301792,0.0009522318610867,0.002880073993978316
-0.9989482168922988,0.0009522905924501,0.002880251629992475
-0.9989481723170964,0.0009523302851475,0.0028803716825870213
-0.9989481318544408,0.000952365449084,0.002880478037712467
-0.9989480936300992,0.0009524026131035,0.0028805904421913
-0.998948056754021,0.000952445327561,0.002880719634253906
-0.9989480206780936,0.0009524951761475,0.0028808704038547584
-0.9989479849933056,0.0009525521759641,0.0028810428027170104
-0.9989479493351512,0.0009526150856566,0.002881233076301357
-0.998947913263491,0.0009526818565515,0.002881435028289959
-0.9989478762115388,0.0009527499631741,0.002881641020255344
-0.9989478372102554,0.0009528170206179,0.0028818438389257577
-0.9989477946481894,0.0009528810192471,0.00288203740605488
-0.9989477515730976,0.0009529343866164,0.002882198818394384
-0.998947701529609,0.0009529841502757,0.002882349331128574
-0.9989476586202864,0.0009530213591965,0.0028824618714136862
-0.998947619001434,0.0009530566960143,0.0028825687494274713
-0.9989475812640412,0.0009530954791113,0.002882686050889059
-0.9989475446685973,0.000953140546791,0.002882822360392634
-0.9989475087275024,0.0009531929210366,0.002882980768978684
-0.9989474730547052,0.0009532521619341,0.0028831599461048045
-0.998947437284226,0.0009533166845397,0.002883355098027363
-0.9989474009207564,0.0009533842806724,0.002883559545989921
-0.9989473633468184,0.0009534523147691,0.002883765318597011
-0.9989473237194052,0.0009535180480392,0.0028839641322363045
-0.9989472839689714,0.0009535749537417,0.0028841362464456445
-0.9989472389233208,0.0009536277460835,0.0028842959195850477
-0.9989471910835244,0.0009536732076066,0.002884433420288141
-0.9989471490625568,0.0009537093948399,0.0028845428704271253
-0.9989471099129416,0.0009537451956321,0.0028846511517552267
-0.9989470724445704,0.0009537852686345,0.0028847723546017072
-0.998947035995025,0.0009538320050887,0.002884913711399156
-0.9989470001082824,0.0009538860756819,0.0028850772506753327
-0.9989469644087632,0.0009539467504298,0.0028852607645553645
-0.9989469285115796,0.0009540122634703,0.002885458912098963
-0.9989468919017734,0.0009540802762327,0.00288566462017937
-0.9989468538815556,0.0009541481679981,0.002885869962298159
-0.9989468134459636,0.0009542133438222,0.002886067089913499
-0.9989467728193684,0.0009542690185946,0.002886235481111759
-0.9989467253229014,0.0009543216761734,0.0028863947466535723
-0.9989466793692826,0.0009543636325944,0.0028865216459959915
-0.9989466381778744,0.0009543991735786,0.0028866291415215015
-0.9989465994824412,0.0009544357431172,0.00288673974796243
-0.9989465622760368,0.0009544773603258,0.0028868656213395863
-0.998946525964459,0.000954525962071,0.0028870126198051204
-0.9989464901196076,0.0009545818432113,0.002887181635173655
-0.9989464543731876,0.0009546439805726,0.002887369572802764
-0.9989464183110804,0.0009547104354322,0.002887570568926427
-0.9989463813943922,0.0009547787454898,0.002887777176191381
-0.9989463427976432,0.0009548463777729,0.0028879817334926746
-0.9989463012416194,0.0009549109951323,0.00288817717200295
-0.998946259312745,0.0009549654898579,0.0028883419940892753
-0.998946206890068,0.0009550198826848,0.002888506507977768
-0.9989461629822424,0.0009550584384456,0.002888623121849384
-0.9989461227821732,0.0009550937640828,0.0028887299660468723
-0.998946084652132,0.0009551318106228,0.0028888450397541203
-0.9989460477755288,0.0009551757977068,0.0028889780809407016
-0.998946011632916,0.0009552270487114,0.002889133092226866
-0.9989459758258836,0.0009552853644426,0.0028893094711401664
-0.9989459399892704,0.0009553493354476,0.002889502954718482
-0.9989459036576296,0.0009554168271747,0.002889707086900961
-0.9989458662313656,0.0009554852648139,0.002889914080042993
-0.9989458265830348,0.0009555524262923,0.002890117213371378
-0.99894578270352,0.000955616666121,0.0028903115100207314
-0.9989457381536684,0.0009556697983306,0.002890472211107688
-0.9989456895091158,0.0009557166766761,0.0028906139970626354
-0.998945647075058,0.0009557532946036,0.0028907247498582683
-0.99894560764538,0.0009557890754558,0.0028908329708768193
-0.9989455699633268,0.0009558288974381,0.002890953414500161
-0.9989455333417646,0.0009558752972437,0.002891093753086692
-0.9989454973139996,0.0009559290553236,0.0028912563471503996
-0.9989454615005152,0.0009559895360332,0.002891439274151663
-0.998945425523206,0.0009560550185297,0.0028916373293133707
-0.9989453888707668,0.0009561231993707,0.002891843545756105
-0.9989453508743338,0.0009561914375447,0.002892049935605432
-0.9989453105873364,0.0009562570738481,0.0028922484559639793
-0.998945270136682,0.0009563133911765,0.002892418790605744
-0.9989452233665996,0.0009563662768987,0.0028925787461789457
-0.9989451766281752,0.0009564095413008,0.0028927096015771373
-0.9989451350080796,0.0009564454172323,0.002892818110167897
-0.9989450960184876,0.0009564818393851,0.002892928270832931
-0.9989450585893156,0.0009565230677703,0.0028930529681938165
-0.9989450221017664,0.0009565712025574,0.0028931985543206805
-0.9989449861171872,0.0009566266723398,0.0028933663255161952
-0.9989449502641756,0.0009566885578764,0.002893553501488612
-0.9989449141389006,0.0009567549725038,0.002893754375927928
-0.9989448772113492,0.00095682348594,0.002893961598321865
-0.998944838707077,0.0009568915149666,0.002894167355594178
-0.9989447974578614,0.000956956608887,0.002894364235487585
-0.9989447558813735,0.0009570118039999,0.0028945311759311413
-0.998944702233619,0.0009570685781286,0.00289470289218879
-0.9989446577800304,0.0009571079024928,0.0028948218307407233
-0.998944617242971,0.0009571433591085,0.0028949290710893875
-0.9989445788671996,0.0009571812052313,0.0028950435386245576
-0.9989445417976072,0.0009572248367648,0.0028951755044304564
-0.9989445054987528,0.0009572757142832,0.0028953293860884957
-0.9989444695655394,0.0009573337431274,0.0028955048972973837
-0.9989444336319654,0.0009573975920657,0.0028956980116787183
-0.9989443972440892,0.0009574651576703,0.0028959023673074766
-0.9989443598185368,0.0009575338735194,0.0028961102019095884
-0.9989443203146346,0.000957601411052,0.002896314472633146
-0.9989442769500008,0.000957665900851,0.0028965095253304634
-0.9989442330025256,0.0009577194791551,0.0028966715756530642
-0.9989441833278532,0.0009577682294254,0.002896819023340364
-0.9989441403949276,0.0009578054066123,0.0028969314676446723
-0.9989441006398204,0.0009578411654186,0.0028970396219842706
-0.9989440627166476,0.0009578806587782,0.002897159071671439
-0.9989440259060484,0.0009579266051254,0.002897298038749833
-0.9989439897275704,0.0009579799292983,0.0028974593204396147
-0.9989439537965128,0.0009580401034611,0.0028976413202743945
-0.9989439177427468,0.000958105472517,0.002897839032329202
-0.9989438810585372,0.0009581737829708,0.0028980456407924826
-0.99894384310687,0.0009582423748699,0.002898253100501476
-0.99894380300358,0.000958308523159,0.002898453169386974
-0.9989437627629634,0.0009583655932692,0.0028986257808558164
-0.9989437168272324,0.0009584187677934,0.002898786609925446
-0.9989436691318316,0.0009584636907062,0.002898922481574124
-0.9989436270144216,0.0009585000029176,0.002899032309715767
-0.9989435876934888,0.0009585362776312,0.0028991420244433956
-0.9989435500187692,0.0009585770487109,0.0028992653386603934
-0.9989435133409372,0.0009586246179874,0.0028994092143715083
-0.9989434772082856,0.0009586795729082,0.0028995754283417663
-0.9989434412452416,0.0009587411119697,0.0028997615563825124
-0.9989434050591172,0.0009588074149175,0.0028999620930411627
-0.9989433681281532,0.0009588760982117,0.0029001698291793135
-0.9989433297290736,0.000958944533644,0.002900376815646463
-0.9989432888081976,0.0009590101496012,0.0029005752744668874
-0.9989432476743312,0.0009590660511456,0.0029007443515486667
-0.9989431992460848,0.0009591191859199,0.00290090506039269
