Redshift (z),Waveframe H(z) [km/s/Mpc]
-0.9986993064354736,0.0198438162525674
-0.9986990531470488,0.0198680528415329
-0.9986988005929192,0.0198616599580511
-0.9986985471550006,0.0198672430173867
-0.9986982946474208,0.0198738210539449
-0.9986980416697132,0.0198529689460728
-0.9986977887911668,0.0198796493456117
-0.9986975364500535,0.0198587756084608
-0.998697282602788,0.01987653488416
-0.9986970293588338,0.0198714385753077
-0.998696775414104,0.0198710051032191
-0.9986965219402524,0.0198782185031513
-0.9986962680631716,0.0198718680060151
-0.9986960142513436,0.0198968911359
-0.9986957605836488,0.019880533177095
-0.9986955064386778,0.019900969285446
-0.9986952532732188,0.0198824421398203
-0.998694999035656,0.0198849264153491
-0.9986947457749056,0.0199003669716653
-0.9986944918839492,0.0198838164914137
-0.9986942373549634,0.0199060717034506
-0.9986939831393724,0.0198873249649209
-0.9986937282896908,0.019903299368859
-0.9986934740761751,0.0198926570707501
-0.99869321903862,0.01990704015243
-0.998692964676992,0.0199145967078756
-0.9986927096651186,0.0199079819692173
-0.9986924551575505,0.0199260469539394
-0.9986922007935444,0.0198985584414817
-0.9986919458637312,0.0199215576215753
-0.998691691905192,0.0199116904399397
-0.9986914364944244,0.0199166514943831
-0.9986911813953806,0.0199249158375321
-0.9986909258901724,0.0199133259910926
-0.9986906704896996,0.0199288946445458
-0.9986904151170564,0.019915239646463
-0.9986901593536592,0.0199419278687558
-0.9986899041501444,0.0199288365599021
-0.998689648092347,0.0199421009996577
-0.998689393092716,0.0199387542857427
-0.9986891372794036,0.0199258897989427
-0.9986888820183064,0.0199507970478883
-0.998688626806,0.019928616436779
-0.998688370355164,0.0199509974341439
-0.9986881144841416,0.0199382528112358
-0.9986878578405236,0.0199458735607579
-0.9986876018244752,0.0199454573879133
-0.9986873451562353,0.0199469949971062
-0.9986870888838214,0.0199669014743613
-0.9986868323681506,0.0199525000445038
-0.998686575804399,0.0199742316257557
-0.9986863199170608,0.0199488132258115
-0.998686063035804,0.0199618337345611
-0.998685807255156,0.0199671191799224
-0.9986855503935762,0.0199585852801402
-0.9986852933627728,0.0199770758194515
-0.998685036305804,0.0199594059466697
-0.9986847789435256,0.0199771887106819
-0.9986845220021584,0.0199623655698669
-0.9986842643269426,0.0199844412779431
-0.9986840073941496,0.0199821785244668
-0.9986837496004632,0.0199837533089215
-0.9986834926208944,0.01999452530641
-0.9986832352938868,0.0199714722622032
-0.9986829779604376,0.0199975941640771
-0.9986827212246446,0.0199792402051606
-0.9986824629937554,0.0199943734912068
-0.9986822053068588,0.019992936159739
-0.9986819469684493,0.0199895576314186
-0.9986816890402962,0.0199991765876204
-0.9986814307772628,0.0199904739732776
-0.998681172545034,0.0200169094609739
-0.9986809145353164,0.0200001232074279
-0.9986806559042228,0.0200194978696302
-0.9986803982457214,0.0200048564456843
-0.9986801395855912,0.0200038027807956
-0.9986798818356656,0.0200216844703923
-0.998679623532294,0.0200041372528054
-0.9986793645366764,0.0200270970449364
-0.9986791058668314,0.0200091871973225
-0.9986788465507545,0.0200240926933394
-0.9986785878610644,0.0200148428494241
-0.998678328391796,0.0200270598879102
-0.9986780696090606,0.0200374540933526
-0.9986778101810844,0.0200285977303434
-0.9986775511308345,0.0200478221719524
-0.9986772922677396,0.0200207718670029
-0.9986770328267364,0.0200425802221659
-0.9986767743304078,0.020034803824614
-0.9986765144403468,0.0200388613884658
-0.998676254836944,0.020048647342644
-0.9986759948230924,0.0200366583097146
-0.9986757349215234,0.020052354562901
-0.998675475031476,0.0200382889375023
-0.9986752148276998,0.0200651330994718
-0.998674955193363,0.0200524982123731
-0.9986746946192314,0.0200644933333443
-0.9986744350117988,0.0200629227870475
-0.9986741746410718,0.0200499014301806
-0.9986739148241636,0.0200743129149447
-0.9986736549975486,0.0200532871450788
-0.9986733940319704,0.0200761399580404
-0.9986731335922224,0.0200637685603643
-0.9986728724016029,0.020071851950182
-0.998672611833574,0.0200705420166083
-0.9986723506126588,0.0200724286016827
-0.9986720899217958,0.0200927901772234
-0.9986718289033628,0.02007748904287
-0.998671567741252,0.0200990609385653
-0.9986713071609156,0.0200748464244379
-0.9986710456979212,0.0200885460982599
-0.9986707852695406,0.0200920121405709
-0.9986705237285968,0.0200864944189362
-0.9986702621548664,0.0201042303710152
-0.9986700004257816,0.0200879306805697
-0.9986697385215384,0.0201053911166913
-0.9986694769198816,0.0200898155284419
-0.998669214759964,0.0201134378117264
-0.9986689533810116,0.0201091089112191
-0.9986686909842166,0.0201116655733871
-0.998668429318444,0.0201207940646709
-0.998668167221606,0.0201005800352148
-0.9986679052840758,0.0201259537932808
-0.9986676437387456,0.0201069814687122
-0.9986673808640706,0.0201260719674469
-0.9986671185398486,0.0201214092246426
-0.9986668554989488,0.0201223232428065
-0.9986665929752157,0.0201278155733308
-0.9986663299798264,0.0201218093308446
-0.9986660673691764,0.0201479271520032
-0.9986658047706504,0.0201293815723585
-0.9986655414955308,0.0201498482843129
-0.9986652790109546,0.0201329644999065
-0.9986650156066011,0.0201373573405028
-0.9986647531348228,0.0201492851487448
-0.9986644898776208,0.0201376789441142
-0.9986642263089092,0.0201598612046732
-0.998663962800374,0.0201425873989813
-0.9986636988784364,0.0201593677106052
-0.9986634354387182,0.0201454542601371
-0.9986631713729274,0.0201633641028362
-0.9986629082008396,0.0201679217809672
-0.9986626440483458,0.020161853961564
-0.9986623802746896,0.0201779484959335
-0.9986621163945294,0.0201546752372468
-0.9986618523148342,0.0201779146140661
-0.99866158887467,0.0201639390812054
-0.9986613241215472,0.0201778672482278
-0.998661059855967,0.0201805136604518
-0.99866079495085,0.0201757136746991
-0.9986605304328856,0.0201861098593271
-0.9986602656158958,0.0201747656740703
-0.99866000097329,0.0202024379592779
-0.9986597366011896,0.0201850803878092
-0.9986594715823716,0.0202032535998667
-0.9986592076644656,0.0201949312410082
-0.998658943954468,0.0201782268478944
-0.9986586853564132,0.0202087321150106
-0.998658422612194,0.0201672765153197
-0.9986581571225676,0.0201795123772448
-0.9986578922708994,0.020178437492319
-0.998657626750869,0.0201745494947654
-0.9986573616730424,0.0201849133848792
-0.9986570962034076,0.0201761618450327
-0.9986568308049684,0.0202025300461733
-0.9986565655144222,0.020186480215654
-0.9986562998155136,0.0202058683035462
-0.9986560350321496,0.0201912595618602
-0.9986557692233106,0.020189528783475
-0.9986555044228408,0.0202085623212859
-0.9986552389104484,0.0201900615166141
-0.9986549727377472,0.0202130222068564
-0.998654706844825,0.0201952051479968
-0.9986544403390876,0.0202096663364906
-0.9986541744290052,0.0202016775298902
-0.998653907743796,0.0202130020881956
-0.998653641695062,0.0202242866360314
-0.9986533749969796,0.02021548443961
-0.998653108874392,0.0202352576945542
-0.9986528428069884,0.0202073936976653
-0.9986525762601748,0.0202289306614285
-0.9986523106092818,0.0202228839052686
-0.9986520434943502,0.0202247112298091
-0.9986517766584344,0.0202359375651232
-0.9986515093974424,0.0202225897461736
-0.9986512422665742,0.020239310606217
-0.9986509751228776,0.0202251160951397
-0.9986507076486576,0.020251491320184
-0.9986504406591368,0.0202406069371583
-0.9986501728837764,0.0202516626577591
-0.998649906126682,0.0202517054475855
-0.998649638525461,0.0202365468587269
-0.998649371598186,0.02026243356349
-0.9986491045647484,0.0202406356898455
-0.9986488363283064,0.0202624584872256
-0.998648568607295,0.0202518118285695
-0.9986483001496608,0.0202576116428865
-0.9986480322954576,0.0202592225165465
-0.9986477637900512,0.0202589517879432
-0.9986474957383544,0.0202807342264058
-0.998647227350934,0.0202657511355665
-0.9986469590162466,0.0202874330861371
-0.9986466912134482,0.0202637634424369
-0.9986464225352516,0.0202749800253118
-0.9986461549250576,0.0202824057504259
-0.998645886133953,0.0202729951909198
-0.998645617241112,0.0202925416861388
-0.9986453482242876,0.0202749256346865
-0.998645078993274,0.0202926081536398
-0.9986448100876608,0.0202782823770324
-0.998644540559811,0.0202997791639024
-0.9986442717291396,0.0202991011658275
-0.9986440020120134,0.0202995209777811
-0.9986437331334056,0.0203114299306871
-0.9986434637687251,0.0202885289742078
-0.9986431946167166,0.0203143726975971
-0.9986429258424336,0.0202970753374139
-0.9986426556429028,0.0203123379273571
-0.9986423859599222,0.0203115619641085
-0.998642115593152,0.0203083253393628
-0.9986418456984816,0.020317886208375
-0.9986415753672252,0.0203093085534844
-0.9986413052752514,0.02033625940894
-0.9986410352252028,0.0203192639609925
-0.9986407646419972,0.0203386405722104
-0.9986404948822074,0.0203246527591409
-0.998640224176204,0.0203243246162575
-0.9986399544576576,0.0203414412704934
-0.9986396839417152,0.0203254887270657
-0.99863941295209,0.0203486881615319
-0.9986391421087952,0.0203311514576494
-0.9986388707589312,0.0203466342435892
-0.99863859993369,0.0203363737689031
-0.9986383284172708,0.0203500470095472
-0.9986380576728158,0.0203596774853775
-0.998637786094184,0.0203512867877852
-0.9986375150005196,0.0203698958329724
-0.9986372438223992,0.020344400157589
-0.9986369723920188,0.0203667564796135
-0.9986367016655748,0.0203572154734348
-0.9986364295397008,0.0203648850809289
-0.9986361578118038,0.020372688000696
-0.9986358855139648,0.020363208349304
-0.998635613521232,0.0203773470573755
-0.998635341306779,0.020364233247211
-0.9986350691713662,0.0203920569233329
-0.9986347973744676,0.0203772940228153
-0.9986345246352388,0.0203912173609681
-0.9986342527682412,0.0203872187257479
-0.998633980057251,0.0203780851351129
-0.998633708131362,0.020400044380538
-0.99863343577708,0.0203816595144612
-0.9986331626706928,0.0204057059098594
-0.9986328898771206,0.020391372838593
-0.9986326164344296,0.0204030388157555
-0.9986323435866364,0.0203974377905289
-0.9986320700855345,0.0204036972218441
-0.998631797415653,0.0204213240645564
-0.998631524018582,0.0204067433881534
-0.9986312506727368,0.0204279532831249
-0.9986309775551624,0.0204037118685172
-0.9986307038693034,0.0204212054237205
-0.9986304310425016,0.0204187548886935
-0.9986301569558902,0.0204206163405134
-0.9986298831448772,0.020434649776046
-0.9986296088724892,0.0204216995689589
-0.998629334752887,0.0204380110771255
-0.998629060597792,0.0204224215398756
-0.9986287863150384,0.0204485913793236
-0.998628512557312,0.0204388250806751
-0.9986282379600074,0.0204472374826573
-0.99862796454543,0.0204535692594193
-0.9986276906099636,0.0204284098258692
-0.9986274225766352,0.0204561484306969
-0.99862715144179,0.0204286884109142
-0.9986268764070128,0.0204252522156573
-0.9986266019591238,0.02043541625506
-0.9986263269894272,0.02042283108793
-0.9986260522644924,0.02043933536642
-0.9986257773906156,0.0204257029150604
-0.9986255023199184,0.0204524009344712
-0.9986252275945569,0.0204409083489376
-0.998624952218402,0.0204532920938026
-0.9986246778653776,0.0204517297962181
-0.9986244025473542,0.0204378639384384
-0.9986241281164534,0.0204636427583681
-0.998623853312037,0.0204418627355864
-0.9986235774242436,0.0204641225481774
-0.998623301981154,0.020452570297764
-0.998623025827088,0.0204594260434532
-0.9986227502826291,0.020460281024021
-0.9986224740336432,0.0204613484445662
-0.9986221983134196,0.0204822559200651
-0.9986219221092824,0.0204681023950226
-0.9986216462155656,0.020489938254736
-0.9986213706556694,0.020465336669276
-0.99862109434299,0.0204780926073061
-0.998620819083518,0.0204843518583931
-0.9986205424745086,0.0204760231447585
-0.9986202658912446,0.0204949370950595
-0.9986199890577538,0.0204776023956808
-0.998619712138542,0.020495493891555
-0.998619435426268,0.0204811473086172
-0.9986191581822932,0.020503585849082
-0.99861888155755,0.0205017762065041
-0.9986186040687351,0.0205037267347187
-0.9986183275342294,0.0205144281267033
-0.9986180503180628,0.0204922527796237
-0.9986177735702662,0.02051858723208
-0.9986174969704804,0.0205005913994304
-0.9986172189831696,0.0205168876891857
-0.9986169415062338,0.0205149626794623
-0.9986166633137176,0.0205128147389899
-0.9986163856540268,0.0205216991044454
-0.9986161074578402,0.0205142148267848
-0.9986158296256832,0.0205408381076635
-0.9986155516507425,0.0205242211297953
-0.99861527337179,0.0205442065549037
-0.9986149957958176,0.0205287380453374
-0.99861471729071,0.0205301459469934
-0.9986144398605112,0.0205463373958782
-0.9986141614091508,0.0205312273414513
-0.9986138826355532,0.02055418603664
-0.9986136038783924,0.0205365065513749
-0.9986133247267328,0.0205525536264685
-0.9986130460154092,0.0205417404501154
-0.9986127666604058,0.0205568880191496
-0.9986124880607342,0.0205650987122275
-0.9986122085498842,0.0205582305617702
-0.9986119297100966,0.0205760586362024
-0.9986116505624816,0.0205509527465995
-0.9986113714151924,0.020574144044304
-0.998611092793836,0.0205633640079049
-0.9986108127446656,0.020572580188602
-0.9986105331390508,0.0205790253562365
-0.9986102528875052,0.0205706762240818
-0.9986099730423528,0.020584184559061
-0.9986096928431298,0.0205719620637768
-0.9986094128925312,0.0206000149020431
-0.9986091330892182,0.0205846867383462
-0.9986088524882604,0.020600044043176
-0.9986085727249656,0.0205941313325896
-0.9986082920594206,0.0205869169185319
-0.9986080123326782,0.0206081094280417
-0.9986077319231332,0.0205904730534301
-0.998607450930383,0.0206146382005948
-0.9986071701257094,0.020599551232885
-0.9986068887564395,0.0206123679852607
-0.9986066079325502,0.0206055872479197
-0.9986063264742584,0.0206138881822357
-0.9986060458898108,0.0206298534980923
-0.9986057644088968,0.0206167171317699
-0.998605483207046,0.0206375559140084
-0.9986052020191823,0.0206130158302286
-0.998604920466746,0.0206320936369058
-0.9986046396558822,0.0206277484803047
-0.9986043575104476,0.0206318175519282
-0.9986040757300338,0.0206442044834157
-0.9986037933725688,0.0206324917545759
-0.9986035113068192,0.0206482198857393
-0.9986032290404177,0.0206333578276072
-0.998602946857722,0.0206602897147734
-0.9986026650127704,0.0206489803539285
-0.9986023824592892,0.0206596739691352
-0.9986021010937032,0.0206633682536923
-0.9986018191908952,0.0206397560079001
-0.9986015435288224,0.0206688157712496
-0.9986012640709347,0.0206382757129117
-0.9986009809285964,0.0206387633092979
-0.998600698453611,0.0206467138575769
-0.9986004153447984,0.0206359493657414
-0.9986001326228876,0.0206515372539398
-0.998599849571584,0.0206389252183006
-0.9985995665323856,0.0206661455238705
-0.9985992836499268,0.0206532777138264
-0.9985990002771452,0.0206678452805063
-0.9985987178602832,0.020663201866395
-0.9985984343954452,0.020652394821314
-0.9985981520269795,0.0206770899511836
-0.9985978689427524,0.020656086079848
-0.99859758501464,0.020679147678385
-0.998597301396566,0.0206656578935157
-0.9985970171350834,0.0206750379332379
-0.9985967334638004,0.020673423865003
-0.9985964490475084,0.0206775834404321
-0.9985961652750328,0.0206963435155716
-0.9985958808232744,0.0206834941268213
-0.998595596942166,0.0207052349646354
-0.9985953131097391,0.0206794010306681
-0.998595028766824,0.0206955187164543
-0.9985947453619012,0.0206980039865926
-0.9985944604517876,0.0206934140781648
-0.9985941757607196,0.0207102519987953
-0.9985938906280668,0.0206942438279603
-0.998593605621669,0.0207121204496629
-0.998593320610743,0.0206974582964378
-0.9985930352893228,0.0207221362590754
-0.9985927504535737,0.0207169355569283
-0.99859246477065,0.0207223466314629
-0.9985921800888596,0.0207294667047851
-0.9985918945213677,0.0207102184571374
-0.9985916097467554,0.0207367436617051
-0.9985913247537102,0.0207172072344703
-0.9985910385546214,0.0207368873354102
-0.9985907528132788,0.0207311803275411
-0.9985904663440364,0.0207330282315108
-0.9985901804748788,0.0207384758781389
-0.9985898939430728,0.0207344073084934
-0.998589608021206,0.0207596723723488
-0.9985893216376458,0.0207433412969879
-0.9985890352539034,0.0207644281331441
-0.9985887493043316,0.0207453498483935
-0.9985884625674226,0.0207522166028698
-0.9985881769021376,0.0207636576874985
-0.9985878899471592,0.0207527670441866
-0.998587602977059,0.0207743687661276
-0.9985873157557056,0.0207571482200656
-0.9985870284156976,0.0207743962257956
-0.9985867412985912,0.0207609835306441
-0.9985864537406346,0.020780756891403
-0.998586166890544,0.0207836917076157
-0.9985858789877976,0.0207809723068964
-0.9985855919067108,0.0207954459293567
-0.9985853042020862,0.0207727891778022
-0.9985850169287848,0.0207975751133226
-0.9985847297936432,0.0207825905514821
-0.9985844413510832,0.0207978834626185
-0.998584153386718,0.0207988854444973
-0.9985838646848076,0.0207956263501831
-0.9985835765415378,0.0208052409952124
-0.99858328783636,0.0207961767548475
-0.9985829997823292,0.0208243007823586
-0.998582711475656,0.0208064697969766
-0.998582422592608,0.0208253837856239
-0.9985821343576614,0.02081372776931
-0.9985818452609112,0.0208134171388536
-0.9985815571970248,0.0208295849639128
-0.9985812680837072,0.0208161612302866
-0.9985809788093588,0.0208400892265974
-0.9985806894190844,0.0208234478395641
-0.9985803997269576,0.0208395141688173
-0.9985801104003718,0.0208279250497422
-0.9985798205493172,0.0208427554374994
-0.998579531508554,0.020851602804021
-0.9985792414834934,0.0208441271336912
-0.9985789526801816,0.0208654203226654
-0.9985786632482891,0.0208348041352158
-0.9985783785508818,0.0208506357006975
-0.9985780940160088,0.0208521322435695
-0.9985778037790828,0.0208245863927329
-0.998577513786311,0.0208461599697337
-0.9985772235600714,0.0208279741790807
-0.9985769331871318,0.0208453013160806
-0.998576643061162,0.0208334132130627
-0.998576352347242,0.0208519762526621
-0.9985760622464632,0.0208560491403349
-0.9985757712948162,0.0208537055259773
-0.998575481433542,0.020869004474035
-0.9985751907872882,0.0208440454069464
-0.9985749006758012,0.0208694544715984
-0.9985746107069284,0.0208558378825044
-0.9985743192345276,0.0208669214656669
-0.9985740282608389,0.0208706533880488
-0.9985737365502784,0.0208637147649932
-0.9985734453816244,0.0208767639318752
-0.9985731536625488,0.0208663517553554
-0.9985728622804956,0.0208939871470533
-0.9985725707608688,0.0208790281039075
-0.9985722789660654,0.0208967584427686
-0.998571987924872,0.0208868766493979
-0.9985716958695874,0.0208821352509995
-0.9985714050406252,0.0209033895775495
-0.9985711130892688,0.0208851920760645
-0.9985708207131884,0.0209088757744392
-0.9985705283843596,0.0208927217334771
-0.9985702355985062,0.0209062369905262
-0.9985699432872784,0.0208997296100619
-0.9985696502897576,0.0209098671778909
-0.9985693580526936,0.0209237995635851
-0.9985690648855796,0.0209137695377736
-0.998568772511114,0.0209341265256991
-0.9985684797885884,0.0209080660478995
-0.9985681870236652,0.020929042605387
-0.9985678948534328,0.0209241273349985
-0.998567601145498,0.0209275919744661
-0.9985673078631506,0.0209392087269668
-0.9985670139106664,0.0209271978429172
-0.9985667203709712,0.0209433760630262
-0.9985664264752454,0.0209297546729928
-0.9985661327882912,0.0209571403878864
-0.9985658392494992,0.0209457807666405
-0.9985655449317208,0.0209573678571024
-0.9985652515059764,0.0209570853604965
-0.998564957089926,0.0209448870396293
-0.9985646637553682,0.0209691745243343
-0.9985643696674616,0.0209500385316039
-0.9985640748717826,0.0209738360497569
-0.9985637802903594,0.02096183269153
-0.9985634851091324,0.0209711817171689
-0.9985631904922868,0.0209689483977488
-0.9985628952014348,0.0209726247493995
-0.9985626008278374,0.0209931162315078
-0.998562305505194,0.0209782290539654
-0.9985620105387968,0.0209999111402286
-0.9985617155473926,0.0209766942734471
-0.9985614201803342,0.0209924246809726
-0.998561125610446,0.0209935513927271
-0.9985608296062394,0.0209928240891516
-0.9985605339620904,0.0210092203609875
-0.9985602377023642,0.0209952402417545
-0.9985599417516522,0.0210123593910826
-0.9985596455954442,0.020997033800476
-0.9985593494982592,0.0210227660962261
-0.9985590537373272,0.0210157683731216
-0.9985587572642024,0.0210226335861422
-0.9985584621104332,0.0210312996484732
-0.9985581659778908,0.0210057029264555
-0.998557876453079,0.0210329724629136
-0.9985575834266872,0.0210089173254203
-0.998557286253582,0.0210044587097428
-0.9985569898159676,0.0210158633334018
-0.9985566926819353,0.0210029621941893
-0.9985563959912768,0.0210200103612233
-0.9985560989145136,0.0210067293972764
-0.9985558018920072,0.0210336500556821
-0.9985555049743496,0.0210232762340292
-0.998555207594406,0.0210354148755314
-0.9985549112095,0.0210347426452277
-0.9985546136621856,0.0210209917081263
-0.9985543174056256,0.0210471661907052
-0.9985540202618032,0.0210261919597295
-0.998553722261109,0.0210487600602807
-0.998553424537358,0.0210376894127256
-0.9985531261714689,0.0210448198343544
-0.9985528284038496,0.021045858074601
-0.9985525298560632,0.021047631911941
-0.9985522320355512,0.0210688562307219
-0.9985519334097872,0.0210552327599794
-0.9985516354868323,0.0210771701998532
-0.9985513374848392,0.0210530209517956
-0.9985510390413176,0.0210668940064134
-0.9985507415546996,0.0210724587414607
-0.9985504424267526,0.0210661120167891
-0.9985501435865808,0.021084644736378
-0.9985498442017152,0.0210682701881843
-0.9985495450308938,0.0210862666494204
-0.9985492457679592,0.0210720665611989
-0.9985489462949358,0.0210959670504699
-0.9985486472578036,0.0210930466058601
-0.9985483473305748,0.0210967465913343
-0.9985480484607826,0.021105907227497
-0.9985477485619424,0.0210859951449473
-0.9985474496682536,0.0211124858245737
-0.9985471503464473,0.0210942273275839
-0.9985468498768024,0.0211134002039932
-0.9985465498186444,0.0211092331698371
-0.9985462490184625,0.0211103002540446
-0.9985459488561657,0.0211166375505793
-0.998545647959341,0.0211119638819826
-0.9985453478703464,0.0211381758735149
-0.998545047108123,0.0211216755761373
-0.998544746442493,0.0211426683319792
-0.9985444460743632,0.0211250242427758
-0.9985441449962262,0.0211312648793061
-0.9985438450152986,0.0211432870294931
-0.9985435435684848,0.021132975175045
-0.9985432422613982,0.0211550463181015
-0.9985429405361104,0.021138342248627
-0.9985426388387616,0.0211556174979317
-0.9985423372285612,0.0211422857012412
-0.9985420353652636,0.0211622787316262
-0.9985417341799104,0.0211657067103458
-0.9985414317900264,0.0211627346701747
-0.9985411303014377,0.021177440629891
-0.9985408279973406,0.0211555996240067
-0.99854052637832,0.0211802169905419
-0.9985402246398084,0.0211655793233862
-0.9985399217051488,0.0211822084770218
-0.998539619223684,0.0211828789474638
-0.998539315954346,0.021180716084138
-0.9985390133301304,0.0211896312115471
-0.9985387100055196,0.0211811826053745
-0.9985384075085249,0.0212089414830336
-0.998538104463373,0.0211922932420891
-0.9985378016841252,0.0212129291840768
-0.9985374994909704,0.0212004998915391
-0.9985371979900352,0.0211886545945406
-0.99853690238187,0.0212187492133702
-0.9985366004274422,0.0211766279320415
-0.998536296570647,0.0211942728892943
-0.998535993205641,0.0211893430640384
-0.9985356890912176,0.0211902037273065
-0.9985353856365002,0.0211973728252311
-0.9985350813769106,0.0211931534060391
-0.998534777791584,0.0212185072626175
-0.9985344735317336,0.0212036504441895
-0.9985341697931032,0.0212248705056919
-0.9985338662333452,0.0212056254688659
-0.9985335619398686,0.0212117735091224
-0.998533258868589,0.021225474974614
-0.9985329541254878,0.0212127464884953
-0.9985326495052076,0.0212348112872682
-0.9985323444873758,0.0212171697549906
-0.9985320394624614,0.0212344443419351
-0.9985317345570972,0.0212227550714226
-0.9985314292012422,0.0212415496763445
-0.9985311244498902,0.0212462240854897
-0.9985308187176024,0.0212437037528673
-0.9985305141422474,0.0212590628791005
-0.998530208579255,0.0212352466085834
-0.9985299038404476,0.0212606289311481
-0.9985295989683094,0.0212470968077085
