Metric,Value
χ²_Waveframe,11.58653152433013
χ²_LCDM,11.877744641365426
Δχ² (LCDM - Waveframe),0.29121311703529607
ΔAIC,-3.708786882964704
ΔBIC,-2.4813756052044855
