z,H(z)
0.0,4.241103405421977e+26
0.018610170155975325,4.241103405421977e+26
0.037566678745184934,4.241103405421977e+26
0.05687597118480503,4.241103405421977e+26
0.07654461284231595,4.241103405421977e+26
0.09657929126781006,4.241103405421977e+26
0.11698681846782266,4.241103405421977e+26
0.13777413322149035,4.241103405421977e+26
0.1589483034398118,4.241103405421977e+26
0.1805165285688055,4.241103405421977e+26
0.20248614203741244,4.241103405421977e+26
0.2248646137509307,4.241103405421977e+26
0.24765955263087114,4.241103405421977e+26
0.2708787092020595,4.241103405421977e+26
0.29452997822791604,4.241103405421977e+26
0.31862140139474837,4.241103405421977e+26
0.3431611700460153,4.241103405421977e+26
0.3681576279674732,4.241103405421977e+26
0.39361927422414333,4.241103405421977e+26
0.4195547660501018,4.241103405421977e+26
0.44597292179201964,4.241103405421977e+26
0.47288272390750197,4.241103405421977e+26
0.5002933220192198,4.241103405421977e+26
0.5282140360258709,4.241103405421977e+26
0.5566543592710622,4.241103405421977e+26
0.5856239617711372,4.241103405421977e+26
0.6151326935030896,4.241103405421977e+26
0.6451905877536641,4.241103405421977e+26
0.6758078645307688,4.241103405421977e+26
0.7069949340384079,4.241103405421977e+26
0.7387624002162505,4.241103405421977e+26
0.7711210643450868,4.241103405421977e+26
0.8040819287193848,4.241103405421977e+26
0.8376562003881725,4.241103405421977e+26
0.8718552949655793,4.241103405421977e+26
0.906690840512252,4.241103405421977e+26
0.9421746814890244,4.241103405421977e+26
0.9783188827841662,4.241103405421977e+26
1.0151357338155584,4.241103405421977e+26
1.052637752709252,4.241103405421977e+26
1.09083769055575,4.241103405421977e+26
1.1297485357455188,4.241103405421977e+26
1.1693835183851866,4.241103405421977e+26
1.2097561147959035,4.241103405421977e+26
1.2508800520954617,4.241103405421977e+26
1.2927693128656488,4.241103405421977e+26
1.335438139906477,4.241103405421977e+26
1.3789010410788958,4.241103405421977e+26
1.4231727942376007,4.241103405421977e+26
1.4682684522556926,4.241103405421977e+26
1.5142033481427966,4.241103405421977e+26
1.560993100258457,4.241103405421977e+26
1.6086536176225508,4.241103405421977e+26
