Time,phi(t),phidot(t),H(t)
0.872972972972973,3.999999994088993,-1.52938479428466e-08,6.179266498561935e-05
0.882882882882883,3.999999993936461,-1.5489908688945175e-08,6.179266498561817e-05
0.8927927927927929,3.999999993781986,-1.5685969074873817e-08,6.179266498561697e-05
0.9027027027027028,3.999999993625568,-1.5882029100633293e-08,6.179266498561573e-05
0.9126126126126127,3.999999993467207,-1.607808876622437e-08,6.179266498561447e-05
0.9225225225225226,3.9999999933069033,-1.6274148071647835e-08,6.179266498561317e-05
0.9324324324324325,3.9999999931446566,-1.6470207016904453e-08,6.179266498561186e-05
0.9423423423423424,3.9999999929804666,-1.6666265601994995e-08,6.179266498561049e-05
0.9522522522522523,3.999999992814334,-1.6862323826920242e-08,6.17926649856091e-05
0.9621621621621622,3.9999999926462584,-1.7058381691680966e-08,6.179266498560766e-05
0.9720720720720721,3.99999999247624,-1.7254439196277943e-08,6.179266498560622e-05
0.981981981981982,3.9999999923042786,-1.7450496340711942e-08,6.179266498560472e-05
0.991891891891892,3.999999992130374,-1.7646553124983737e-08,6.179266498560318e-05
1.001801801801802,3.9999999919545273,-1.7842609549094105e-08,6.179266498560164e-05
1.0117117117117118,3.999999991776737,-1.8038665613043817e-08,6.179266498560004e-05
1.0216216216216218,3.999999991597004,-1.8234721316829264e-08,6.179266498559841e-05
1.0315315315315317,3.999999991415328,-1.843077666043997e-08,6.179266498559673e-05
1.0414414414414417,3.999999991231709,-1.862683164389254e-08,6.179266498559503e-05
1.0513513513513515,3.9999999910461472,-1.8822886267187748e-08,6.179266498559328e-05
1.0612612612612613,3.9999999908586426,-1.9018940530326366e-08,6.17926649855915e-05
1.0711711711711713,3.9999999906691954,-1.9214994433309172e-08,6.17926649855897e-05
1.0810810810810811,3.999999990477805,-1.9411047976136928e-08,6.179266498558784e-05
1.0909909909909912,3.9999999902844716,-1.9607101158810416e-08,6.179266498558596e-05
1.1009009009009012,3.9999999900891954,-1.980315398133041e-08,6.179266498558402e-05
1.110810810810811,3.9999999898919762,-1.999920644369767e-08,6.179266498558206e-05
1.1207207207207208,3.9999999896928147,-2.019525854591298e-08,6.179266498558006e-05
1.1306306306306309,3.9999999894917098,-2.039131028797711e-08,6.179266498557799e-05
1.1405405405405407,3.9999999892886624,-2.0587361669890833e-08,6.179266498557593e-05
1.1504504504504507,3.9999999890836717,-2.0783412691654925e-08,6.179266498557378e-05
1.1603603603603605,3.9999999888767386,-2.097946335327015e-08,6.179266498557163e-05
1.1702702702702705,3.9999999886678625,-2.117551365473729e-08,6.179266498556942e-05
1.1801801801801803,3.9999999884570436,-2.1371563596057112e-08,6.179266498556717e-05
1.1900900900900904,3.999999988244282,-2.1567613177230395e-08,6.179266498556488e-05
1.2000000000000002,3.999999988029577,-2.1763662398257902e-08,6.179266498556255e-05
1.2099099099099102,3.99999998781293,-2.1959711259140416e-08,6.17926649855602e-05
1.21981981981982,3.9999999875943395,-2.2155759759878702e-08,6.179266498555776e-05
1.22972972972973,3.9999999873738066,-2.235180790047354e-08,6.179266498555532e-05
1.2396396396396399,3.9999999871513308,-2.2547855680925698e-08,6.179266498555281e-05
1.2495495495495497,3.999999986926912,-2.2743903101235946e-08,6.179266498555027e-05
1.2594594594594597,3.9999999867005505,-2.2939950161405066e-08,6.179266498554767e-05
1.2693693693693695,3.999999986472246,-2.313599686143382e-08,6.179266498554504e-05
1.2792792792792795,3.999999986241999,-2.3332043201322993e-08,6.179266498554237e-05
1.2891891891891893,3.999999986009809,-2.3528089181073346e-08,6.179266498553965e-05
1.2990990990990994,3.9999999857756765,-2.3724134800685658e-08,6.179266498553689e-05
1.3090090090090092,3.999999985539601,-2.3920180060160703e-08,6.179266498553405e-05
1.3189189189189192,3.9999999853015824,-2.411622495949925e-08,6.179266498553118e-05
1.328828828828829,3.9999999850616215,-2.4312269498702072e-08,6.179266498552828e-05
1.338738738738739,3.9999999848197176,-2.4508313677769944e-08,6.179266498552534e-05
1.3486486486486489,3.999999984575871,-2.4704357496703636e-08,6.179266498552232e-05
1.358558558558559,3.9999999843300817,-2.490040095550393e-08,6.179266498551928e-05
1.3684684684684687,3.9999999840823492,-2.5096444054171583e-08,6.179266498551616e-05
1.3783783783783785,3.9999999838326743,-2.529248679270738e-08,6.179266498551302e-05
1.3882882882882885,3.999999983581057,-2.5488529171112093e-08,6.179266498550983e-05
1.3981981981981983,3.999999983327496,-2.5684571189386482e-08,6.179266498550658e-05
1.4081081081081084,3.999999983071993,-2.588061284753134e-08,6.179266498550327e-05
1.4180180180180182,3.999999982814547,-2.607665414554743e-08,6.179266498549993e-05
1.4279279279279282,3.9999999825551584,-2.6272695083435523e-08,6.179266498549654e-05
1.437837837837838,3.999999982293827,-2.646873566119639e-08,6.17926649854931e-05
1.447747747747748,3.9999999820305527,-2.666477587883081e-08,6.179266498548959e-05
1.4576576576576579,3.9999999817653356,-2.686081573633955e-08,6.179266498548602e-05
1.467567567567568,3.999999981498176,-2.705685523372339e-08,6.179266498548242e-05
1.4774774774774777,3.9999999812290734,-2.7252894370983095e-08,6.179266498547876e-05
1.4873873873873877,3.9999999809580284,-2.7448933148119445e-08,6.179266498547507e-05
1.4972972972972975,3.9999999806850406,-2.7644971565133204e-08,6.17926649854713e-05
1.5072072072072074,3.99999998041011,-2.784100962202515e-08,6.179266498546748e-05
1.5171171171171174,3.9999999801332367,-2.803704731879606e-08,6.179266498546362e-05
1.5270270270270272,3.9999999798544206,-2.82330846554467e-08,6.179266498545969e-05
1.5369369369369372,3.999999979573662,-2.842912163197785e-08,6.17926649854557e-05
1.546846846846847,3.9999999792909606,-2.8625158248390272e-08,6.179266498545168e-05
1.556756756756757,3.9999999790063163,-2.8821194504684752e-08,6.179266498544759e-05
1.5666666666666669,3.9999999787197296,-2.901723040086205e-08,6.179266498544344e-05
1.576576576576577,3.9999999784312,-2.921326593692295e-08,6.179266498543923e-05
1.5864864864864867,3.999999978140728,-2.9409301112868214e-08,6.179266498543497e-05
1.5963963963963967,3.999999977848313,-2.9605335928698627e-08,6.179266498543066e-05
1.6063063063063066,3.9999999775539554,-2.9801370384414947e-08,6.17926649854263e-05
1.6162162162162166,3.999999977257655,-2.999740448001796e-08,6.179266498542186e-05
1.6261261261261264,3.999999976959412,-3.0193438215508434e-08,6.179266498541735e-05
1.6360360360360362,3.9999999766592262,-3.0389471590887136e-08,6.179266498541281e-05
1.6459459459459462,3.999999976357098,-3.058550460615485e-08,6.17926649854082e-05
1.655855855855856,3.999999976053027,-3.078153726131234e-08,6.179266498540354e-05
1.665765765765766,3.9999999757470133,-3.097756955636039e-08,6.17926649853988e-05
1.6756756756756759,3.9999999754390574,-3.1173601491299756e-08,6.179266498539404e-05
1.685585585585586,3.999999975129158,-3.1369633066131225e-08,6.179266498538916e-05
1.6954954954954957,3.9999999748173165,-3.1565664280855557e-08,6.179266498538426e-05
1.7054054054054057,3.9999999745035324,-3.1761695135473545e-08,6.17926649853793e-05
1.7153153153153156,3.9999999741878054,-3.195772562998594e-08,6.179266498537425e-05
1.7252252252252256,3.999999973870136,-3.2153755764393524e-08,6.179266498536919e-05
1.7351351351351354,3.9999999735505236,-3.234978553869707e-08,6.179266498536401e-05
1.7450450450450454,3.999999973228969,-3.2545814952897354e-08,6.179266498535879e-05
1.7549549549549552,3.9999999729054716,-3.274184400699514e-08,6.179266498535352e-05
1.764864864864865,3.9999999725800315,-3.2937872700991205e-08,6.179266498534818e-05
1.774774774774775,3.999999972252649,-3.313390103488633e-08,6.179266498534277e-05
1.7846846846846849,3.9999999719233235,-3.332992900868128e-08,6.179266498533728e-05
1.794594594594595,3.9999999715920556,-3.3525956622376825e-08,6.179266498533175e-05
1.8045045045045047,3.9999999712588448,-3.372198387597374e-08,6.179266498532614e-05
1.8144144144144148,3.999999970923692,-3.391801076947281e-08,6.179266498532048e-05
1.8243243243243246,3.999999970586596,-3.411403730287479e-08,6.179266498531473e-05
1.8342342342342346,3.9999999702475577,-3.4310063476180454e-08,6.179266498530895e-05
1.8441441441441444,3.9999999699065767,-3.450608928939059e-08,6.179266498530308e-05
1.8540540540540544,3.9999999695636532,-3.4702114742505963e-08,6.179266498529714e-05
1.8639639639639642,3.999999969218787,-3.4898139835527335e-08,6.179266498529114e-05
1.8738738738738743,3.999999968871978,-3.509416456845549e-08,6.179266498528507e-05
1.883783783783784,3.999999968523227,-3.5290188941291204e-08,6.179266498527893e-05
1.893693693693694,3.999999968172533,-3.5486212954035244e-08,6.179266498527273e-05
1.903603603603604,3.9999999678198965,-3.568223660668838e-08,6.179266498526644e-05
1.9135135135135137,3.9999999674653175,-3.587825989925139e-08,6.17926649852601e-05
1.9234234234234238,3.9999999671087956,-3.607428283172505e-08,6.179266498525368e-05
1.9333333333333336,3.9999999667503316,-3.6270305404110116e-08,6.17926649852472e-05
1.9432432432432436,3.999999966389925,-3.646632761640739e-08,6.179266498524064e-05
1.9531531531531534,3.9999999660275756,-3.666234946861761e-08,6.179266498523401e-05
1.9630630630630634,3.9999999656632834,-3.685837096074158e-08,6.179266498522732e-05
1.9729729729729732,3.9999999652970493,-3.705439209278005e-08,6.179266498522056e-05
1.9828828828828833,3.999999964928872,-3.725041286473381e-08,6.179266498521371e-05
1.992792792792793,3.9999999645587527,-3.744643327660362e-08,6.17926649852068e-05
2.002702702702703,3.9999999641866903,-3.7642453328390256e-08,6.17926649851998e-05
2.012612612612613,3.999999963812686,-3.78384730200945e-08,6.179266498519276e-05
2.0225225225225225,3.9999999634367387,-3.8034492351717103e-08,6.179266498518562e-05
2.0324324324324325,3.999999963058849,-3.823051132325887e-08,6.179266498517841e-05
2.0423423423423426,3.999999962679017,-3.842652993472055e-08,6.179266498517113e-05
2.0522522522522526,3.999999962297242,-3.862254818610292e-08,6.179266498516378e-05
2.062162162162162,3.999999961913525,-3.881856607740675e-08,6.179266498515637e-05
2.0720720720720722,3.999999961527865,-3.901458360863282e-08,6.179266498514885e-05
2.0819819819819823,3.999999961140263,-3.9210600779781904e-08,6.179266498514126e-05
2.0918918918918923,3.999999960750718,-3.940661759085477e-08,6.17926649851336e-05
2.1018018018018023,3.9999999603592307,-3.96026340418522e-08,6.179266498512586e-05
2.111711711711712,3.999999959965801,-3.979865013277494e-08,6.179266498511807e-05
2.121621621621622,3.9999999595704288,-3.999466586362379e-08,6.179266498511018e-05
2.131531531531532,3.999999959173114,-4.019068123439952e-08,6.179266498510223e-05
2.1414414414414416,3.9999999587738566,-4.038669624510289e-08,6.179266498509416e-05
2.1513513513513516,3.9999999583726566,-4.058271089573469e-08,6.179266498508603e-05
2.1612612612612616,3.9999999579695147,-4.077872518629567e-08,6.179266498507785e-05
2.1711711711711716,3.99999995756443,-4.097473911678663e-08,6.179266498506957e-05
2.1810810810810812,3.9999999571574025,-4.117075268720831e-08,6.17926649850612e-05
2.1909909909909913,3.999999956748433,-4.136676589756151e-08,6.179266498505276e-05
2.2009009009009013,3.9999999563375206,-4.1562778747847005e-08,6.179266498504424e-05
2.2108108108108113,3.999999955924666,-4.175879123806554e-08,6.179266498503563e-05
2.220720720720721,3.999999955509869,-4.195480336821791e-08,6.179266498502696e-05
2.230630630630631,3.9999999550931293,-4.2150815138304885e-08,6.17926649850182e-05
2.240540540540541,3.9999999546744474,-4.2346826548327234e-08,6.179266498500935e-05
2.250450450450451,3.999999954253823,-4.254283759828574e-08,6.179266498500042e-05
2.2603603603603606,3.999999953831256,-4.273884828818115e-08,6.179266498499142e-05
2.2702702702702706,3.9999999534067467,-4.2934858618014265e-08,6.179266498498233e-05
2.2801801801801806,3.999999952980295,-4.313086858778585e-08,6.179266498497315e-05
2.2900900900900902,3.9999999525519008,-4.332687819749666e-08,6.17926649849639e-05
2.3000000000000003,3.999999952121564,-4.352288744714749e-08,6.179266498495456e-05
2.3099099099099103,3.999999951689285,-4.37188963367391e-08,6.179266498494513e-05
2.3198198198198203,3.9999999512550635,-4.3914904866272284e-08,6.179266498493561e-05
2.32972972972973,3.9999999508188995,-4.411091303574778e-08,6.179266498492602e-05
2.33963963963964,3.999999950380793,-4.430692084516639e-08,6.179266498491633e-05
2.34954954954955,3.999999949940744,-4.4502928294528875e-08,6.179266498490656e-05
2.35945945945946,3.999999949498753,-4.469893538383601e-08,6.179266498489669e-05
2.3693693693693696,3.9999999490548195,-4.489494211308856e-08,6.179266498488676e-05
2.3792792792792796,3.9999999486089433,-4.509094848228731e-08,6.179266498487673e-05
2.3891891891891897,3.9999999481611246,-4.528695449143304e-08,6.179266498486659e-05
2.3990990990990992,3.999999947711364,-4.548296014052648e-08,6.17926649848564e-05
2.4090090090090093,3.999999947259661,-4.567896542956846e-08,6.179266498484611e-05
2.4189189189189193,3.9999999468060152,-4.5874970358559716e-08,6.179266498483573e-05
2.4288288288288293,3.999999946350427,-4.607097492750104e-08,6.179266498482526e-05
2.438738738738739,3.9999999458928968,-4.626697913639317e-08,6.179266498481468e-05
2.448648648648649,3.999999945433424,-4.646298298523693e-08,6.179266498480403e-05
2.458558558558559,3.999999944972009,-4.665898647403305e-08,6.17926649847933e-05
2.468468468468469,3.999999944508651,-4.685498960278233e-08,6.179266498478246e-05
2.4783783783783786,3.9999999440433514,-4.705099237148553e-08,6.179266498477153e-05
2.4882882882882886,3.999999943576109,-4.7246994780143435e-08,6.179266498476053e-05
2.4981981981981987,3.9999999431069244,-4.7442996828756804e-08,6.179266498474942e-05
2.5081081081081087,3.9999999426357973,-4.7638998517326405e-08,6.179266498473821e-05
2.5180180180180183,3.999999942162728,-4.7834999845853025e-08,6.179266498472693e-05
2.5279279279279283,3.999999941687716,-4.8031000814337424e-08,6.179266498471553e-05
2.5378378378378383,3.999999941210762,-4.8227001422780405e-08,6.179266498470406e-05
2.547747747747748,3.999999940731866,-4.84230016711827e-08,6.17926649846925e-05
2.557657657657658,3.999999940251027,-4.8619001559545105e-08,6.179266498468083e-05
2.567567567567568,3.999999939768246,-4.88150010878684e-08,6.179266498466908e-05
2.577477477477478,3.9999999392835224,-4.9011000256153326e-08,6.17926649846572e-05
2.5873873873873876,3.999999938796857,-4.920699906440068e-08,6.179266498464528e-05
2.5972972972972976,3.9999999383082487,-4.9402997512611235e-08,6.179266498463323e-05
2.6072072072072077,3.9999999378176985,-4.9598995600785754e-08,6.179266498462109e-05
2.6171171171171177,3.9999999373252058,-4.979499332892504e-08,6.179266498460885e-05
2.6270270270270273,3.9999999368307706,-4.999099069702981e-08,6.17926649845965e-05
2.6369369369369373,3.999999936334393,-5.018698770510088e-08,6.179266498458406e-05
2.6468468468468473,3.9999999358360734,-5.038298435313901e-08,6.179266498457154e-05
2.656756756756757,3.9999999353358113,-5.057898064114498e-08,6.179266498455891e-05
2.666666666666667,3.9999999348336073,-5.077497656911955e-08,6.17926649845462e-05
2.676576576576577,3.9999999343294608,-5.09709721370635e-08,6.179266498453337e-05
2.686486486486487,3.999999933823372,-5.1166967344977604e-08,6.179266498452046e-05
2.6963963963963966,3.9999999333153404,-5.136296219286263e-08,6.179266498450742e-05
2.7063063063063066,3.999999932805367,-5.155895668071934e-08,6.17926649844943e-05
2.7162162162162167,3.999999932293451,-5.175495080854854e-08,6.179266498448108e-05
2.7261261261261267,3.9999999317795933,-5.195094457635099e-08,6.179266498446777e-05
2.7360360360360363,3.999999931263793,-5.2146937984127433e-08,6.179266498445434e-05
2.7459459459459463,3.9999999307460503,-5.2342931031878676e-08,6.179266498444081e-05
2.7558558558558564,3.9999999302263656,-5.2538923719605486e-08,6.179266498442719e-05
2.765765765765766,3.9999999297047384,-5.273491604730862e-08,6.179266498441345e-05
2.775675675675676,3.999999929181169,-5.2930908014988866e-08,6.179266498439964e-05
2.785585585585586,3.9999999286556576,-5.3126899622647e-08,6.17926649843857e-05
2.795495495495496,3.9999999281282035,-5.332289087028378e-08,6.179266498437165e-05
2.8054054054054056,3.9999999275988074,-5.351888175789997e-08,6.179266498435752e-05
2.8153153153153156,3.999999927067469,-5.3714872285496386e-08,6.179266498434327e-05
2.8252252252252257,3.9999999265341883,-5.3910862453073756e-08,6.179266498432892e-05
2.8351351351351357,3.9999999259989654,-5.4106852260632873e-08,6.179266498431449e-05
2.8450450450450453,3.9999999254618004,-5.430284170817451e-08,6.179266498429992e-05
2.8549549549549553,3.999999924922693,-5.4498830795699425e-08,6.179266498428525e-05
2.8648648648648654,3.9999999243816435,-5.469481952320843e-08,6.179266498427051e-05
2.8747747747747754,3.9999999238386517,-5.4890807890702247e-08,6.179266498425562e-05
2.884684684684685,3.9999999232937173,-5.5086795898181687e-08,6.179266498424063e-05
2.894594594594595,3.999999922746841,-5.5282783545647494e-08,6.179266498422554e-05
2.904504504504505,3.9999999221980227,-5.547877083310046e-08,6.179266498421035e-05
2.9144144144144146,3.999999921647262,-5.567475776054135e-08,6.179266498419505e-05
2.9243243243243247,3.999999921094559,-5.587074432797094e-08,6.179266498417964e-05
2.9342342342342347,3.999999920539914,-5.606673053539001e-08,6.179266498416411e-05
2.9441441441441447,3.9999999199833267,-5.626271638279933e-08,6.17926649841485e-05
2.9540540540540543,3.999999919424797,-5.6458701870199646e-08,6.179266498413273e-05
2.9639639639639643,3.9999999188643254,-5.665468699759178e-08,6.179266498411689e-05
2.9738738738738744,3.9999999183019113,-5.685067176497647e-08,6.179266498410093e-05
2.9837837837837844,3.999999917737555,-5.704665617235448e-08,6.179266498408487e-05
2.993693693693694,3.999999917171257,-5.72426402197266e-08,6.17926649840687e-05
3.003603603603604,3.9999999166030165,-5.7438623907093616e-08,6.17926649840524e-05
3.013513513513514,3.999999916032834,-5.763460723445629e-08,6.1792664984036e-05
3.0234234234234236,3.999999915460709,-5.783059020181537e-08,6.179266498401948e-05
3.0333333333333337,3.999999914886642,-5.8026572809171676e-08,6.179266498400285e-05
3.0432432432432437,3.999999914310633,-5.822255505652593e-08,6.179266498398612e-05
3.0531531531531537,3.9999999137326814,-5.841853694387896e-08,6.179266498396926e-05
3.0630630630630633,3.999999913152788,-5.861451847123148e-08,6.17926649839523e-05
3.0729729729729733,3.9999999125709524,-5.88104996385843e-08,6.179266498393522e-05
3.0828828828828834,3.9999999119871745,-5.90064804459382e-08,6.179266498391802e-05
3.0927927927927934,3.9999999114014546,-5.920246089329392e-08,6.179266498390072e-05
3.102702702702703,3.9999999108137927,-5.9398440980652244e-08,6.17926649838833e-05
3.112612612612613,3.9999999102241883,-5.959442070801398e-08,6.179266498386576e-05
3.122522522522523,3.999999909632642,-5.979040007537985e-08,6.179266498384812e-05
3.132432432432433,3.9999999090391536,-5.998637908275066e-08,6.179266498383034e-05
3.1423423423423427,3.9999999084437228,-6.018235773012715e-08,6.179266498381245e-05
3.1522522522522527,3.99999990784635,-6.037833601751013e-08,6.179266498379445e-05
3.1621621621621627,3.999999907247035,-6.057431394490037e-08,6.179266498377633e-05
3.1720720720720723,3.999999906645778,-6.077029151229861e-08,6.179266498375808e-05
3.1819819819819823,3.999999906042579,-6.096626871970566e-08,6.179266498373974e-05
3.1918918918918924,3.9999999054374378,-6.116224556712227e-08,6.179266498372127e-05
3.2018018018018024,3.999999904830354,-6.13582220545492e-08,6.179266498370266e-05
3.211711711711712,3.999999904221329,-6.155419818198724e-08,6.179266498368394e-05
3.221621621621622,3.999999903610361,-6.175017394943719e-08,6.17926649836651e-05
3.231531531531532,3.9999999029974513,-6.194614935689978e-08,6.179266498364616e-05
3.241441441441442,3.9999999023825996,-6.214212440437582e-08,6.179266498362709e-05
3.2513513513513517,3.999999901765806,-6.233809909186604e-08,6.17926649836079e-05
3.2612612612612617,3.9999999011470697,-6.253407341937124e-08,6.179266498358857e-05
3.2711711711711717,3.999999900526392,-6.27300473868922e-08,6.179266498356915e-05
3.2810810810810813,3.999999899903772,-6.292602099442966e-08,6.17926649835496e-05
3.2909909909909913,3.9999998992792096,-6.312199424198441e-08,6.179266498352992e-05
3.3009009009009014,3.999999898652705,-6.331796712955725e-08,6.17926649835101e-05
3.3108108108108114,3.999999898024259,-6.351393965714893e-08,6.179266498349018e-05
3.320720720720721,3.99999989739387,-6.370991182476019e-08,6.179266498347012e-05
3.330630630630631,3.99999989676154,-6.390588363239188e-08,6.179266498344997e-05
3.340540540540541,3.9999998961272674,-6.41018550800447e-08,6.179266498342966e-05
3.350450450450451,3.9999998954910527,-6.429782616771946e-08,6.179266498340925e-05
3.3603603603603607,3.999999894852896,-6.449379689541692e-08,6.17926649833887e-05
3.3702702702702707,3.9999998942127974,-6.468976726313785e-08,6.179266498336802e-05
3.3801801801801807,3.999999893570757,-6.488573727088304e-08,6.179266498334723e-05
3.3900900900900908,3.9999998929267737,-6.508170691865323e-08,6.179266498332629e-05
3.4000000000000004,3.999999892280849,-6.527767620644923e-08,6.179266498330527e-05
3.4099099099099104,3.999999891632982,-6.547364513427181e-08,6.179266498328408e-05
3.4198198198198204,3.9999998909831733,-6.566961370212171e-08,6.179266498326278e-05
3.42972972972973,3.9999998903314222,-6.586558190999973e-08,6.179266498324134e-05
3.43963963963964,3.999999889677729,-6.606154975790664e-08,6.179266498321978e-05
3.44954954954955,3.9999998890220945,-6.62575172458432e-08,6.179266498319811e-05
3.45945945945946,3.9999998883645174,-6.645348437381023e-08,6.179266498317629e-05
3.4693693693693697,3.9999998877049983,-6.664945114180841e-08,6.179266498315435e-05
3.4792792792792797,3.999999887043537,-6.684541754983859e-08,6.179266498313226e-05
3.4891891891891897,3.999999886380134,-6.704138359790152e-08,6.179266498311006e-05
