Unnamed: 0,z,H_natural,H_obs
655,-0.9943517991851638,0.0001711380173194,0.104560960083146
654,-0.9943460219858924,0.0001713658860555,0.1047001820643215
653,-0.9943402121753112,0.000171526697046,0.1047984334746086
652,-0.994334406051242,0.0001718980730049,0.1050253347056976
651,-0.9943285757811628,0.0001722183573785,0.1052210202823081
650,-0.9943227139359238,0.0001724968010776,0.1053911422748937
649,-0.9943168451893272,0.0001726891364046,0.1055086542501149
648,-0.9943109575640467,0.0001728588627378,0.1056123527072002
647,-0.9943050647647615,0.0001731170348026,0.1057700892486348
646,-0.9942991488892884,0.0001734530036635,0.1059753576466555
645,-0.9942932293234612,0.000173832024882,0.1062069299361941
644,-0.9942872729038412,0.0001740662438233,0.1063500317306409
643,-0.9942813177705866,0.0001742825882628,0.1064822126607112
642,-0.9942753354012592,0.0001744319763396,0.1065734849623452
641,-0.9942693569022087,0.000174749370507,0.1067674046967583
640,-0.9942633421578038,0.0001750655969384,0.1069606109743082
639,-0.994257326473966,0.0001754634697751,0.1072037011213582
638,-0.9942512756743452,0.0001756733596457,0.107331938474589
637,-0.9942452297600394,0.0001759019121348,0.1074715782113528
636,-0.9942391528421624,0.0001760501531676,0.1075621496984046
635,-0.9942330837410334,0.0001764096436557,0.1077817892101776
634,-0.9942269749991388,0.0001767224825649,0.1079729257981493
633,-0.9942208608955104,0.0001771178606459,0.1082144917131401
632,-0.9942147164340924,0.0001773110343901,0.1083325159398285
631,-0.9942085802871662,0.0001775479797723,0.1084772835200657
630,-0.9942024145176792,0.0001777080314783,0.1085750710269115
629,-0.9941962577243322,0.0001780800818772,0.1088023843236472
628,-0.9941900775092368,0.0001784355357053,0.1090195575392346
627,-0.9941838527965192,0.000178739898895,0.1092055156789265
626,-0.9941776231836028,0.0001789794129833,0.1093518526729766
625,-0.9941713698945928,0.0001791462098859,0.1094537613228018
624,-0.9941651136792378,0.0001794058299046,0.1096123825271072
623,-0.994158831783688,0.0001797384661823,0.1098156148018421
622,-0.994152551561903,0.0001801672814197,0.1100776099659029
621,-0.9941462242002544,0.0001804304178331,0.1102383795975869
620,-0.9941398985550062,0.0001806889249508,0.1103963208478213
619,-0.9941335418626072,0.0001808319146798,0.1104836839222565
618,-0.9941271895376182,0.0001811483495175,0.1106770175307115
617,-0.994120799755748,0.0001814717633917,0.1108746151523257
616,-0.994114410494056,0.0001819185379548,0.1111475830059149
615,-0.9941079806973908,0.0001821672375155,0.1112995320891986
614,-0.9941015528515152,0.0001824260685028,0.1114576712154632
613,-0.9940950937480488,0.0001825713662684,0.1115464444413143
612,-0.9940886394594624,0.0001829245729981,0.1117622447371659
611,-0.9940821473409832,0.0001832582331434,0.1119661025688716
610,-0.9940756468491396,0.0001836993526749,0.1122356153425196
609,-0.9940691145421336,0.0001839402296865,0.1123827850479401
608,-0.994062579200526,0.0001841890048403,0.1125347803166594
607,-0.9940560187500216,0.0001843565349158,0.112637136916396
606,-0.9940494545581916,0.0001847265903075,0.1128632313146107
605,-0.9940428618495796,0.0001850948871825,0.1130882513039953
604,-0.994036246392702,0.0001855028067873,0.11333747976994
603,-0.994029611132044,0.0001857534600074,0.1134906224891776
602,-0.9940229675669172,0.0001859764160651,0.1136268429491938
601,-0.994016313483296,0.0001862015286522,0.1137643809936982
600,-0.99400963284591,0.0001865367203761,0.1139691745808057
599,-0.9940029555510752,0.0001869932704748,0.1142481150371278
598,-0.9939962192946056,0.0001872968094649,0.1144335696119274
597,-0.993989483403146,0.0001875973583666,0.1146171973189546
596,-0.9939827138844778,0.0001877513236259,0.1147112661623003
595,-0.993975947438014,0.000188057997318,0.114898635959938
594,-0.9939691434586568,0.0001883902011708,0.1151016040340867
593,-0.9939623446198546,0.0001888813946705,0.1154017107241527
592,-0.99395549596305,0.0001891721636323,0.1155793631375837
591,-0.9939486462890652,0.0001894695022118,0.115761029419722
590,-0.9939417637303004,0.0001896201725037,0.115853085122025
589,-0.9939348835973236,0.0001899644563863,0.1160634337860549
588,-0.9939279653466276,0.0001903127663783,0.1162762423001458
587,-0.9939210391643096,0.0001908018162259,0.1165750392734399
586,-0.9939140760528936,0.0001910938132249,0.1167534419862646
585,-0.9939071073344464,0.0001913763711458,0.1169260776633592
584,-0.9939001109925434,0.0001915432014318,0.1170280067095553
583,-0.9938931113715624,0.0001919112574598,0.1172528795475954
582,-0.9938860792875056,0.0001922924908671,0.1174858034279986
581,-0.9938790270619228,0.0001927620856259,0.1177727138386624
580,-0.9938719482208352,0.0001930570469116,0.1179529276550134
579,-0.9938648557951122,0.0001933127920705,0.1181091814189074
578,-0.9938577450857768,0.0001935178736913,0.1182344810542504
577,-0.9938506186863082,0.0001938896430043,0.1184616226146866
576,-0.9938434723689806,0.0001943245117944,0.1187273163448715
575,-0.9938362898249194,0.0001947503060812,0.1189874657851911
574,-0.9938290929899144,0.0001950616736018,0.1191777033922752
573,-0.9938218773950304,0.0001952805567981,0.119311435437945
572,-0.9938146655086229,0.0001955619349454,0.1194833503034437
571,-0.9938074035802912,0.0001958821098498,0.1196789689972024
570,-0.9938001542181047,0.0001964087624124,0.1200007402695253
569,-0.993792839849747,0.0001967425386845,0.1202046690517655
568,-0.993785523425218,0.0001970892196318,0.1204164822610975
567,-0.993778169873874,0.000197254371726,0.120517385974948
