z,H_km_s_Mpc
-0.998956150765197,0.0009415370341958422
-0.9989561044852379,0.0009415802413517907
-0.9989560635479419,0.000941615329295712
-0.9989560253006525,0.0009416505094979499
-0.9989559886377088,0.0009416901398701627
-0.9989559529314722,0.0009417364150730922
-0.9989559177430073,0.0009417898627170743
-0.9989558827050585,0.0009418496668642096
-0.9989558474277196,0.0009419140266376385
-0.9989558113953759,0.0009419805998835615
-0.9989557738722585,0.0009420468415997917
-0.9989557337611088,0.000942110303462962
-0.9989556933482935,0.0009421642511830981
-0.9989556404619769,0.000942220473365609
-0.9989555968572169,0.0009422589795504222
-0.998955557167556,0.0009422934456922881
-0.99895551962492,0.0009423301048173159
-0.9989554833767141,0.0009423723430190166
-0.998955447892292,0.0009424216307710806
-0.9989554127718553,0.0009424779105967181
-0.998955377655299,0.0009425399051895571
-0.9989553420987635,0.0009426055661407287
-0.9989553055293382,0.0009426723903402027
-0.9989552669247441,0.0009427380963741611
-0.9989552245297998,0.0009428008588105941
-0.9989551815596991,0.0009428529770225635
-0.9989551330864271,0.0009429002823262874
-0.9989550911710223,0.0009429363851871101
-0.9989550523489563,0.0009429711520306715
-0.9989550153095599,0.0009430095920917601
-0.998954979350988,0.000943054344762365
-0.9989549440034632,0.0009431062960291059
-0.9989549088896913,0.0009431649094897854
-0.9989548736432031,0.000943228556411858
-0.9989548377640614,0.000943295015269769
-0.998954800613914,0.0009433616911499661
-0.9989547612989059,0.0009434259397355279
-0.9989547218383373,0.0009434812328557363
-0.9989546765222631,0.0009435329203379724
-0.9989546303093778,0.0009435758961268374
-0.9989545893376516,0.0009436110399281052
-0.9989545510230117,0.0009436464297952152
-0.9989545142768685,0.0009436863671944453
-0.998954478477317,0.000943733004153972
-0.9989544431873275,0.0009437868338918687
-0.9989544080396039,0.00094384700537357
-0.9989543726405685,0.0009439116972969055
-0.9989543364711948,0.0009439785430593023
-0.9989542987825737,0.0009440450033881661
-0.998954258451385,0.0009441086414775381
-0.9989542178084961,0.0009441626686183607
-0.9989541649976236,0.0009442185918251607
-0.9989541213478017,0.0009442570990102688
-0.9989540815792242,0.0009442916940681455
-0.9989540439453469,0.0009443285660926154
-0.9989540075994355,0.000944371072776425
-0.9989539720126668,0.000944420664846969
-0.9989539367854972,0.0009444772606555608
-0.9989539015570715,0.0009445395627238497
-0.9989538658802625,0.0009446055090247633
-0.9989538291782016,0.0009446725843854002
-0.9989537904133794,0.0009447385166732454
-0.9989537477946322,0.0009448015033797325
-0.9989537045866523,0.0009448537766572868
-0.9989536560853807,0.0009449010181707731
-0.9989536140879797,0.0009449371997743628
-0.9989535751704612,0.0009449721205565849
-0.9989535380304606,0.0009450107707936441
-0.9989535019683494,0.0009450557754669061
-0.9989534665147941,0.0009451080026054101
-0.9989534312921491,0.0009451669038431127
-0.9989533959322128,0.0009452308344688227
-0.998953359933327,0.0009452975596982962
-0.99895332265267,0.0009453644809501126
-0.9989532831887513,0.0009454289464228429
-0.9989532435767465,0.0009454844023492122
-0.9989531980418083,0.0009455362750650258
-0.9989531517429684,0.0009455793022567303
-0.9989531106681997,0.0009456145606211679
-0.9989530722472371,0.0009456501082896452
-0.9989530353939908,0.0009456902417369619
-0.9989529994868843,0.0009457371063560589
-0.9989529640885694,0.0009457911865112911
-0.9989529288310953,0.0009458516201663481
-0.9989528933193765,0.0009459165773314266
-0.9989528570327432,0.0009459836824688515
-0.9989528192186801,0.0009460503880051032
-0.9989527787476591,0.0009461142540564637
-0.9989527379628289,0.0009461684653930092
-0.998952685014152,0.0009462245377677222
-0.9989526412363231,0.0009462631762322288
-0.9989526013466432,0.0009462979052977114
-0.9989525635964019,0.0009463349253536368
-0.9989525271373018,0.0009463776030704797
-0.998952491439384,0.000946427391104284
-0.9989524561021987,0.0009464842057819347
-0.9989524207640859,0.0009465467466147512
-0.9989523849769364,0.0009466129425046697
-0.9989523481629756,0.0009466802740249992
-0.9989523092847518,0.0009467464562058584
-0.9989522665538987,0.0009468096764748774
-0.9989522232353695,0.0009468621547661318
-0.9989521745461938,0.0009469096386262881
-0.9989521324010004,0.0009469459783965894
-0.9989520933519168,0.00094698102837936
-0.9989520560892925,0.0009470198072820515
-0.9989520199102467,0.0009470649536433234
-0.998951984343641,0.0009471173489623568
-0.9989519490107074,0.0009471764436133149
-0.998951913542995,0.0009472405961859055
-0.9989518774379484,0.0009473075683890669
-0.9989518400538987,0.0009473747478779479
-0.9989518004925678,0.0009474394776226262
-0.9989517607850905,0.0009474951854987307
-0.9989517151946626,0.0009475472620752487
-0.998951668674938,0.0009475905887419547
-0.998951627436057,0.0009476260114104725
-0.9989515888739334,0.0009476616679846776
-0.9989515518921697,0.0009477018963606835
-0.9989515158647402,0.0009477488662392375
-0.9989514803520111,0.0009478030777783448
-0.9989514449848449,0.0009478636805836816
-0.9989514093686256,0.000947928845403229
-0.9989513729826642,0.0009479961959172285
-0.9989513350795636,0.0009480631721704272
-0.9989512945418034,0.0009481273127467503
-0.9989512536954092,0.0009481818051004534
-0.9989512004161823,0.0009482384275894827
-0.9989511564354682,0.0009482773144577465
-0.9989511163864973,0.0009483121820568117
-0.9989510784971045,0.0009483492934730811
-0.9989510419107406,0.000948392054301929
-0.9989510060936422,0.000948441939456787
-0.9989509706434032,0.0009484988867465348
-0.9989509351975079,0.0009485616023678632
-0.9989508993089345,0.0009486280171374474
-0.9989508624017212,0.0009486956056158202
-0.9989508234520816,0.0009487620603052493
-0.9989507807087681,0.0009488255231616208
-0.9989507373932717,0.0009488782520932865
-0.9989506883708623,0.0009489262646114625
-0.9989506460182093,0.0009489628313897299
-0.9989506068048255,0.000948997989388674
-0.998950569399593,0.0009490368225804072
-0.9989505330914131,0.000949082014230059
-0.9989504974052991,0.0009491344758068502
-0.9989504619606524,0.0009491936834137751
-0.9989504263900916,0.0009492580008592948
-0.9989503901908529,0.0009493251971892561
-0.9989503527273204,0.0009493926534200608
-0.9989503131138128,0.0009494576856973806
-0.9989502733598496,0.000949513730782893
-0.9989502278572403,0.0009495660243149434
-0.9989501809936986,0.000949609880074137
-0.998950139535537,0.0009496455147695173
-0.9989501008008571,0.0009496812416787377
-0.9989500636712524,0.0009497214755204501
-0.998950027511907,0.0009497684411638949
-0.9989499918791095,0.0009498226808400168
-0.998949956402027,0.0009498833664739325
-0.9989499206882211,0.0009499486869247687
-0.9989498842182916,0.000950016270429489
-0.9989498462572047,0.0009500835382970289
-0.9989498057143334,0.0009501479973406028
-0.9989497648738942,0.0009502028563434188
-0.9989497110945992,0.0009502603883395034
-0.9989496668439283,0.000950299633270079
-0.9989496266017023,0.0009503346431138202
-0.9989495885529115,0.0009503717983352233
-0.9989495518267325,0.0009504145647919475
-0.9989495158832031,0.0009504644646965106
-0.9989494803170098,0.0009505214673060391
-0.998949444764701,0.0009505843007872961
-0.9989494087820816,0.0009506509046723326
-0.9989493717971332,0.0009507187535129595
-0.9989493328102941,0.0009507855010684285
-0.9989492901331706,0.0009508492220869691
-0.9989492469102658,0.0009509022480907919
-0.9989491974269286,0.0009509510373394169
-0.9989491548153079,0.0009509878989643348
-0.9989491154095778,0.0009510231476542237
-0.9989490778446115,0.000951061975925884
-0.9989490413967629,0.0009511071325379608
-0.9989490055854175,0.0009511595795214757
-0.9989489700275067,0.000951218827780593
-0.9989489343572004,0.0009512832636787982
-0.998948898073076,0.0009513506671841108
-0.9989488605487082,0.0009514184092782542
-0.9989488209179149,0.00095148378028472
-0.9989487811548691,0.0009515402311987948
-0.9989487358496292,0.0009515927637888434
-0.9989486885366142,0.0009516373469407565
-0.9989486468131239,0.0009516732385071154
-0.9989486078799034,0.0009517090070600905
-0.9989485705864398,0.0009517491808729836
-0.9989485342854408,0.0009517960582655896
-0.9989484985275903,0.0009518502385803324
-0.9989484629398814,0.000951910941772651
-0.9989484271333136,0.000951976373379376
-0.9989483905905805,0.0009520441776193364
-0.9989483525939106,0.0009521117535131031
-0.9989483120892317,0.0009521765661483445
-0.998948271301792,0.000952231861086782
-0.9989482168922988,0.0009522905924501733
-0.9989481723170964,0.0009523302851475689
-0.9989481318544408,0.0009523654490840169
-0.9989480936300991,0.0009524026131035227
-0.998948056754021,0.000952445327561097
-0.9989480206780936,0.000952495176147569
-0.9989479849933057,0.0009525521759641753
-0.9989479493351511,0.0009526150856566138
-0.998947913263491,0.0009526818565515887
-0.9989478762115387,0.0009527499631741804
-0.9989478372102554,0.0009528170206179259
-0.9989477946481894,0.0009528810192471783
-0.9989477515730975,0.0009529343866164553
-0.998947701529609,0.0009529841502757873
-0.9989476586202864,0.0009530213591965914
-0.9989476190014341,0.0009530566960143688
-0.9989475812640412,0.0009530954791113684
-0.9989475446685971,0.0009531405467910852
-0.9989475087275024,0.0009531929210366576
-0.9989474730547051,0.0009532521619341662
-0.9989474372842259,0.0009533166845397024
-0.9989474009207564,0.0009533842806724208
-0.9989473633468183,0.0009534523147691403
-0.9989473237194051,0.0009535180480392078
-0.9989472839689714,0.0009535749537417132
-0.9989472389233208,0.0009536277460835962
-0.9989471910835243,0.0009536732076066738
-0.9989471490625568,0.0009537093948399416
-0.9989471099129417,0.0009537451956321505
-0.9989470724445705,0.0009537852686345886
-0.998947035995025,0.0009538320050887825
-0.9989470001082823,0.0009538860756819592
-0.9989469644087633,0.0009539467504298297
-0.9989469285115797,0.0009540122634703901
-0.9989468919017734,0.0009540802762327367
-0.9989468538815556,0.0009541481679981904
-0.9989468134459636,0.0009542133438222655
-0.9989467728193684,0.0009542690185946993
-0.9989467253229014,0.0009543216761734366
-0.9989466793692826,0.0009543636325944937
-0.9989466381778743,0.0009543991735786505
-0.9989465994824411,0.0009544357431172082
-0.9989465622760367,0.0009544773603258205
-0.998946525964459,0.0009545259620710352
-0.9989464901196077,0.0009545818432113532
-0.9989464543731875,0.0009546439805726991
-0.9989464183110804,0.0009547104354322221
-0.9989463813943922,0.0009547787454898721
-0.9989463427976433,0.0009548463777729546
-0.9989463012416194,0.0009549109951323362
-0.998946259312745,0.0009549654898579677
-0.9989462068900679,0.000955019882684835
-0.9989461629822423,0.0009550584384456284
-0.9989461227821732,0.0009550937640828414
-0.998946084652132,0.0009551318106228952
-0.9989460477755289,0.0009551757977068398
-0.998946011632916,0.0009552270487114827
-0.9989459758258836,0.0009552853644426785
-0.9989459399892704,0.0009553493354476317
-0.9989459036576296,0.0009554168271747427
-0.9989458662313657,0.0009554852648139926
-0.9989458265830347,0.000955552426292376
-0.9989457827035201,0.0009556166661210094
-0.9989457381536683,0.000955669798330604
-0.9989456895091158,0.0009557166766761295
-0.9989456470750581,0.0009557532946036668
-0.9989456076453799,0.0009557890754558333
-0.9989455699633267,0.00095582889743812
-0.9989455333417646,0.0009558752972437446
-0.9989454973139997,0.0009559290553236477
-0.9989454615005151,0.000955989536033268
-0.9989454255232059,0.0009560550185297421
-0.9989453888707667,0.0009561231993707574
-0.9989453508743338,0.0009561914375447487
-0.9989453105873364,0.0009562570738481112
-0.9989452701366819,0.0009563133911765172
-0.9989452233665995,0.0009563662768987925
-0.9989451766281753,0.0009564095413008226
-0.9989451350080795,0.0009564454172323403
-0.9989450960184876,0.0009564818393851164
-0.9989450585893157,0.0009565230677703334
-0.9989450221017663,0.0009565712025574321
-0.9989449861171872,0.0009566266723398335
-0.9989449502641757,0.0009566885578764423
-0.9989449141389006,0.0009567549725038014
-0.9989448772113491,0.000956823485940006
-0.998944838707077,0.0009568915149666625
-0.9989447974578614,0.0009569566088870715
-0.9989447558813735,0.0009570118039999015
-0.998944702233619,0.0009570685781286084
-0.9989446577800304,0.0009571079024928208
-0.998944617242971,0.0009571433591085207
-0.9989445788671996,0.0009571812052313863
-0.9989445417976073,0.0009572248367648384
-0.9989445054987527,0.0009572757142832496
-0.9989444695655394,0.0009573337431274483
-0.9989444336319654,0.0009573975920657772
-0.9989443972440891,0.0009574651576703178
-0.9989443598185367,0.0009575338735194336
-0.9989443203146346,0.0009576014110520006
-0.9989442769500008,0.0009576659008510312
-0.9989442330025257,0.0009577194791551804
-0.9989441833278533,0.000957768229425497
-0.9989441403949277,0.0009578054066123839
-0.9989441006398205,0.0009578411654186982
-0.9989440627166476,0.0009578806587782595
-0.9989440259060484,0.0009579266051254164
-0.9989439897275705,0.00095797992929839
-0.9989439537965127,0.0009580401034611853
-0.9989439177427467,0.0009581054725170766
-0.9989438810585373,0.0009581737829708441
-0.9989438431068699,0.0009582423748699552
-0.9989438030035799,0.0009583085231590124
-0.9989437627629634,0.0009583655932692935
-0.9989437168272323,0.0009584187677934605
-0.9989436691318317,0.0009584636907062142
-0.9989436270144216,0.0009585000029176363
-0.9989435876934889,0.0009585362776312061
-0.9989435500187693,0.0009585770487109568
-0.9989435133409372,0.0009586246179874706
-0.9989434772082856,0.0009586795729082676
-0.9989434412452415,0.0009587411119697405
-0.9989434050591172,0.0009588074149175089
-0.9989433681281532,0.0009588760982117245
-0.9989433297290736,0.0009589445336440956
-0.9989432888081976,0.0009590101496012047
-0.9989432476743311,0.0009590660511456014
-0.9989431992460848,0.000959119185919925
-0.9989431533237317,0.0009591608611830428
-0.9989431120011298,0.0009591966336329542
-0.998943073118052,0.0009592337321714606
-0.9989430356955598,0.0009592760729452899
-0.9989429991489034,0.0009593255073951719
-0.9989429630527575,0.0009593822559529498
-0.9989429270378924,0.0009594452284769567
-0.9989428906814134,0.0009595124401750278
-0.9989428534355149,0.0009595813882764377
-0.9989428144409849,0.0009596495493149008
-0.9989427723480896,0.000959714632335284
-0.9989427298541899,0.0009597693836113102
-0.9989426775278581,0.000959823266187162
-0.9989426334755547,0.0009598619005311029
-0.9989425930693296,0.0009598975663829249
-0.9989425547100801,0.0009599361301295218
-0.9989425175918689,0.0009599807572446156
-0.9989424811983703,0.0009600327234741937
-0.9989424451312445,0.0009600917814853846
-0.9989424090232979,0.0009601564776573209
-0.9989423724013242,0.0009602246472698392
-0.9989423346559483,0.0009602936926298861
-0.9989422946208382,0.0009603614107552783
-0.9989422501908606,0.000960426228226493
-0.9989422050578902,0.0009604797668577121
-0.9989421563067002,0.0009605265700297377
-0.9989421136620503,0.0009605634077805641
-0.9989420739956352,0.0009605995748620739
-0.9989420360667919,0.0009606399082099875
-0.9989419991925739,0.0009606869115375857
-0.9989419629069096,0.0009607413342398451
-0.9989419268292397,0.0009608025018873979
-0.9989418905772638,0.0009608686638642075
-0.9989418536354929,0.000960937490111291
-0.998941815324364,0.000961006319171709
-0.9989417746788918,0.0009610724871840201
-0.9989417338633696,0.0009611292094444602
-0.9989416865705392,0.0009611825535584971
-0.9989416396078118,0.0009612259777610525
-0.9989415977321494,0.000961262140847302
-0.9989415584819491,0.0009612989495263031
-0.9989415207915727,0.0009613406501811387
-0.9989414840424871,0.000961389328543262
-0.9989414477950622,0.0009614453988336982
-0.9989414116762462,0.0009615079161449794
-0.998941375278664,0.0009615749715438044
-0.9989413380684554,0.0009616441115706385
-0.9989412992630607,0.0009617127376309525
-0.9989412576804807,0.0009617783892814225
-0.9989412157660174,0.0009618340419144113
-0.9989411617690596,0.0009618912104148487
-0.9989411169994381,0.0009619308637633813
-0.99894107616607,0.0009619666466336061
-0.9989410375067093,0.0009620048500469881
-0.998941000161925,0.0009620488916058394
-0.9989409635933196,0.0009621002382374178
-0.9989409273935258,0.0009621587924446796
-0.9989408911946017,0.0009622232141986753
-0.9989408545404173,0.0009622913860240213
-0.9989408168456286,0.0009623607234940681
-0.9989407770707192,0.000962428871172026
-0.9989407334423646,0.0009624939312383663
-0.9989406892359735,0.0009625480137250056
-0.9989406390916352,0.0009625973869198045
-0.9989405957949519,0.0009626349539164241
-0.9989405557180584,0.00096267102631517
-0.9989405174959781,0.0009627108259290303
-0.9989404804009793,0.0009627571099298495
-0.9989404439480337,0.0009628108305181709
-0.9989404077496385,0.0009628714693511027
-0.9989403714351485,0.000962937371970033
-0.9989403344946253,0.0009630062754724107
-0.9989402962938448,0.0009630755012221471
-0.9989402559562253,0.0009631422944209472
-0.9989402154855307,0.0009631999906519059
-0.998940169418259,0.0009632536653592385
-0.9989401211693885,0.000963299357308675
-0.9989400786480176,0.0009633360841135737
-0.9989400389818421,0.0009633726301763978
-0.9989400009937733,0.0009634136297439028
-0.9989399640231,0.0009634614494572164
-0.99893992761231,0.0009635167172099015
-0.9989398913827897,0.0009635786570869894
-0.9989398549429369,0.000963645457632046
-0.9989398177704027,0.0009637147315316245
-0.99893977915254,0.0009637838245147537
-0.9989397380601491,0.0009638501147534612
-0.9989396967690486,0.0009639067049660015
-0.9989396484171885,0.0009639603016681526
-0.9989396018583653,0.000964002864713011
-0.9989395600849679,0.0009640390387963757
-0.9989395208280007,0.0009640763227056891
-0.9989394830745341,0.0009641187650718402
-0.9989394462253465,0.0009641683147983567
-0.998939409848112,0.000964225256924477
-0.9989393735706594,0.0009642885483881976
-0.9989393369741495,0.0009643562192237218
-0.9989392995142153,0.0009644257685600669
-0.998939260360546,0.0009644946237544399
-0.9989392182309494,0.000964560407014898
-0.9989391757293291,0.000964615922745054
-0.9989391223826803,0.0009646715598632636
-0.9989390777566397,0.0009647109051273104
-0.9989390369195482,0.000964746881744279
-0.9989389981958383,0.0009647855716663055
-0.9989389607526493,0.0009648302686904443
-0.9989389240615658,0.0009648823387678086
-0.9989388877184718,0.0009649416018067739
-0.9989388513543801,0.0009650066469027864
-0.9989388145021761,0.0009650753155644948
-0.9989387765625658,0.0009651450009736063
-0.9989387364322755,0.0009652134050243753
-0.9989386921795037,0.0009652787684748331
-0.9989386472863824,0.0009653329402951693
-0.9989385975306175,0.0009653813913466607
-0.9989385542949143,0.0009654188626141349
-0.9989385141801863,0.000965455227961578
-0.9989384758750036,0.0009654955513560442
-0.9989384386695019,0.0009655424907426332
-0.9989384020853699,0.0009655969072409066
-0.9989383657367378,0.0009656582084044466
-0.9989383292465658,0.0009657246859070987
-0.9989382921005383,0.0009657940334547982
-0.9989382536439197,0.0009658635644704311
-0.9989382129623476,0.0009659305444417364
-0.9989381721336792,0.0009659882241159316
-0.9989381253386739,0.0009660421068256403
-0.998938077340723,0.0009660871764827522
-0.9989380348384717,0.0009661239155788815
-0.9989379951150847,0.0009661607996468267
-0.9989379570326274,0.0009662023392961058
-0.9989379199439923,0.0009662508009346104
-0.9989378833966602,0.0009663067374896128
-0.9989378470127256,0.0009663693052634649
-0.9989378103936022,0.000966436644249367
-0.998937773011264,0.0009665063299634777
-0.9989377341284061,0.0009665757130462907
-0.9989376926674131,0.0009666422022660608
-0.9989376509846511,0.0009666988069167875
-0.998937601815402,0.0009667526963292105
-0.9989375554462185,0.0009667947966118641
-0.9989375136785087,0.0009668310684486553
-0.9989374743597152,0.0009668687572729936
-0.9989374365092076,0.0009669117900680248
-0.9989373995394754,0.000966962020532429
-0.9989373630223466,0.0009670196507559262
-0.9989373265856164,0.0009670835698115016
-0.9989372898019028,0.0009671517632673469
-0.9989372521184576,0.0009672216993542783
-0.998937212669043,0.0009672908219977653
-0.9989371700947526,0.0009673568164600378
-0.9989371271173645,0.0009674123497164805
-0.9989370741201656,0.0009674670907623315
-0.9989370295218644,0.0009675063148853896
-0.9989369886224779,0.0009675424984781168
-0.9989369497994959,0.0009675815925755567
-0.998936912236204,0.0009676268156623453
-0.9989368754100261,0.0009676794667116849
-0.9989368389184431,0.0009677393065559005
-0.9989368023912576,0.0009678048784086496
-0.9989367653532801,0.0009678739944251006
-0.9989367271947108,0.0009679440299239805
-0.9989366867652766,0.0009680127270556418
-0.9989366420144353,0.0009680784266496531
-0.9989365965798402,0.0009681327717743
-0.9989365469948056,0.0009681807279149752
-0.9989365037328208,0.0009682182177955984
-0.9989364635328499,0.0009682548521278754
-0.998936425115602,0.0009682956040115611
-0.998936387781719,0.0009683430656708882
-0.9989363510565837,0.0009683980401618688
-0.998936314554859,0.0009684598852349067
-0.9989362778947775,0.0009685268571844412
-0.9989362405584143,0.0009685966181879358
-0.9989362018765036,0.000968666472460523
-0.9989361609080954,0.0009687336961322767
-0.9989361197825386,0.0009687914759117799
-0.9989360724394102,0.0009688456020401856
-0.998936024515121,0.0009688903834021143
-0.9989359819550033,0.0009689272139761977
-0.9989359421310074,0.000968964394098947
-0.9989359039273826,0.0009690063589431672
-0.9989358667044513,0.0009690553250336541
-0.9989358300121319,0.0009691117922552395
-0.9989357934724203,0.0009691748737636317
-0.9989357566818123,0.0009692426787919247
-0.9989357191079461,0.0009693127574848401
-0.9989356799970007,0.0009693824564599697
-0.9989356382390828,0.0009694492021123822
-0.9989355962436393,0.0009695059381345502
-0.9989355464823251,0.000969560131281269
-0.9989355001387902,0.0009696020621356381
-0.9989354582993504,0.0009696384807796376
-0.9989354188737489,0.0009696764981112084
-0.9989353808983387,0.0009697199812901162
-0.9989353437914621,0.0009697707243845043
-0.9989353071266946,0.0009698288864512071
-0.9989352705312387,0.0009698933103613257
-0.9989352335720357,0.0009699619557826997
-0.9989351956905345,0.0009700322666894266
-0.9989351559978659,0.0009701016962276192
-0.9989351130869272,0.0009701679608543523
-0.9989350697534409,0.000970223635054874
-0.9989350168431415,0.0009702780181299488
-0.9989349721719856,0.0009703172744236185
-0.998934931157992,0.0009703536639600111
-0.9989348922042143,0.0009703930785470338
-0.9989348545012334,0.000970438699535316
-0.9989348175287456,0.0009704917936071222
-0.99893478088444,0.0009705520901136932
-0.9989347441969031,0.0009706181031918953
-0.9989347069858908,0.0009706876247701086
-0.9989346686352126,0.0009707580178958728
