z,H(z),H(z)_phys
79.5203967082547,4.241103405421977e+26,3.346654697218482e+34
81.01889499202213,4.241103405421977e+26,3.346654697218482e+34
82.54528058382871,4.241103405421977e+26,3.346654697218482e+34
84.10007247122246,4.241103405421977e+26,3.346654697218482e+34
85.68379930019773,4.241103405421977e+26,3.346654697218482e+34
87.29699955494081,4.241103405421977e+26,3.346654697218482e+34
88.94022174092052,4.241103405421977e+26,3.346654697218482e+34
90.61402457138522,4.241103405421977e+26,3.346654697218482e+34
92.3189771573324,4.241103405421977e+26,3.346654697218482e+34
94.05565920101192,4.241103405421977e+26,3.346654697218482e+34
95.82466119303116,4.241103405421977e+26,3.346654697218482e+34
97.62658461312832,4.241103405421977e+26,3.346654697218482e+34
99.46204213468133,4.241103405421977e+26,3.346654697218482e+34
101.3316578330245,4.241103405421977e+26,3.346654697218482e+34
103.23606739764011,4.241103405421977e+26,3.346654697218482e+34
105.17591834829992,4.241103405421977e+26,3.346654697218482e+34
107.15187025522891,4.241103405421977e+26,3.346654697218482e+34
109.1645949633657,4.241103405421977e+26,3.346654697218482e+34
111.21477682079804,4.241103405421977e+26,3.346654697218482e+34
113.30311291144784,4.241103405421977e+26,3.346654697218482e+34
115.43031329208756,4.241103405421977e+26,3.346654697218482e+34
117.59710123376708,4.241103405421977e+26,3.346654697218482e+34
119.8042134677329,4.241103405421977e+26,3.346654697218482e+34
122.05240043592616,4.241103405421977e+26,3.346654697218482e+34
124.34242654613996,4.241103405421977e+26,3.346654697218482e+34
126.67507043192646,4.241103405421977e+26,3.346654697218482e+34
129.05112521734097,4.241103405421977e+26,3.346654697218482e+34
131.47139878661173,4.241103405421977e+26,3.346654697218482e+34
133.93671405883066,4.241103405421977e+26,3.346654697218482e+34
136.4479092677537,4.241103405421977e+26,3.346654697218482e+34
139.0058382468099,4.241103405421977e+26,3.346654697218482e+34
141.61137071941295,4.241103405421977e+26,3.346654697218482e+34
144.2653925946781,4.241103405421977e+26,3.346654697218482e+34
146.96880626863964,4.241103405421977e+26,3.346654697218482e+34
149.72253093107557,4.241103405421977e+26,3.346654697218482e+34
152.52750287804244,4.241103405421977e+26,3.346654697218482e+34
155.38467583022478,4.241103405421977e+26,3.346654697218482e+34
158.2950212572123,4.241103405421977e+26,3.346654697218482e+34
161.2595287078087,4.241103405421977e+26,3.346654697218482e+34
164.2792061464894,4.241103405421977e+26,3.346654697218482e+34
167.3550802961204,4.241103405421977e+26,3.346654697218482e+34
170.48819698705407,4.241103405421977e+26,3.346654697218482e+34
173.67962151272454,4.241103405421977e+26,3.346654697218482e+34
176.9304389918577,4.241103405421977e+26,3.346654697218482e+34
180.2417547374236,4.241103405421977e+26,3.346654697218482e+34
183.61469463245496,4.241103405421977e+26,3.346654697218482e+34
187.0504055128584,4.241103405421977e+26,3.346654697218482e+34
190.5500555573528,4.241103405421977e+26,3.346654697218482e+34
194.11483468466164,4.241103405421977e+26,3.346654697218482e+34
197.74595495809817,4.241103405421977e+26,3.346654697218482e+34
201.44465099768055,4.241103405421977e+26,3.346654697218482e+34
205.21218039991447,4.241103405421977e+26,3.346654697218482e+34
209.0498241653916,4.241103405421977e+26,3.346654697218482e+34
212.95888713434212,4.241103405421977e+26,3.346654697218482e+34
216.9406984302954,4.241103405421977e+26,3.346654697218482e+34
220.99661191199573,4.241103405421977e+26,3.346654697218482e+34
225.12800663372795,4.241103405421977e+26,3.346654697218482e+34
229.3362873142131,4.241103405421977e+26,3.346654697218482e+34
233.6228848142262,4.241103405421977e+26,3.346654697218482e+34
237.9892566231048,4.241103405421977e+26,3.346654697218482e+34
242.4368873543113,4.241103405421977e+26,3.346654697218482e+34
246.96728925021603,4.241103405421977e+26,3.346654697218482e+34
251.5820026962785,4.241103405421977e+26,3.346654697218482e+34
256.2825967447932,4.241103405421977e+26,3.346654697218482e+34
261.070669648385,4.241103405421977e+26,3.346654697218482e+34
265.9478494034324,4.241103405421977e+26,3.346654697218482e+34
270.9157943036019,4.241103405421977e+26,3.346654697218482e+34
275.9761935036891,4.241103405421977e+26,3.346654697218482e+34
281.1307675939471,4.241103405421977e+26,3.346654697218482e+34
286.3812691851064,4.241103405421977e+26,3.346654697218482e+34
291.7294835042819,4.241103405421977e+26,3.346654697218482e+34
297.17722900196736,4.241103405421977e+26,3.346654697218482e+34
302.7263579703312,4.241103405421977e+26,3.346654697218482e+34
308.37875717301364,4.241103405421977e+26,3.346654697218482e+34
314.1363484866476,4.241103405421977e+26,3.346654697218482e+34
320.0010895543176,4.241103405421977e+26,3.346654697218482e+34
325.9749744511768,4.241103405421977e+26,3.346654697218482e+34
332.06003436245885,4.241103405421977e+26,3.346654697218482e+34
338.25833827409923,4.241103405421977e+26,3.346654697218482e+34
344.5719936762136,4.241103405421977e+26,3.346654697218482e+34
351.0031472796682,4.241103405421977e+26,3.346654697218482e+34
357.55398574598166,4.241103405421977e+26,3.346654697218482e+34
364.2267364308176,4.241103405421977e+26,3.346654697218482e+34
371.0236681413066,4.241103405421977e+26,3.346654697218482e+34
377.9470919074664,4.241103405421977e+26,3.346654697218482e+34
384.9993617679771,4.241103405421977e+26,3.346654697218482e+34
392.182875570577,4.241103405421977e+26,3.346654697218482e+34
399.50007578736114,4.241103405421977e+26,3.346654697218482e+34
406.9534503452449,4.241103405421977e+26,3.346654697218482e+34
414.545533471888,4.241103405421977e+26,3.346654697218482e+34
422.27890655735536,4.241103405421977e+26,3.346654697218482e+34
430.1561990318229,4.241103405421977e+26,3.346654697218482e+34
438.1800892596086,4.241103405421977e+26,3.346654697218482e+34
446.3533054498464,4.241103405421977e+26,3.346654697218482e+34
454.6786265841069,4.241103405421977e+26,3.346654697218482e+34
463.15888336127824,4.241103405421977e+26,3.346654697218482e+34
471.7969591600392,4.241103405421977e+26,3.346654697218482e+34
480.5957910192351,4.241103405421977e+26,3.346654697218482e+34
489.55837063650455,4.241103405421977e+26,3.346654697218482e+34
498.6877453854889,4.241103405421977e+26,3.346654697218482e+34
507.9870193519685,4.241103405421977e+26,3.346654697218482e+34
517.4593543892913,4.241103405421977e+26,3.346654697218482e+34
527.1079711934331,4.241103405421977e+26,3.346654697218482e+34
536.9361503980698,4.241103405421977e+26,3.346654697218482e+34
546.9472336900293,4.241103405421977e+26,3.346654697218482e+34
557.1446249454966,4.241103405421977e+26,3.346654697218482e+34
567.5317913873754,4.241103405421977e+26,3.346654697218482e+34
578.1122647641758,4.241103405421977e+26,3.346654697218482e+34
588.8896425508494,4.241103405421977e+26,3.346654697218482e+34
599.8675891719694,4.241103405421977e+26,3.346654697218482e+34
611.0498372476703,4.241103405421977e+26,3.346654697218482e+34
622.4401888627864,4.241103405421977e+26,3.346654697218482e+34
634.0425168595963,4.241103405421977e+26,3.346654697218482e+34
645.8607661546321,4.241103405421977e+26,3.346654697218482e+34
657.8989550799956,4.241103405421977e+26,3.346654697218482e+34
670.1611767496287,4.241103405421977e+26,3.346654697218482e+34
682.6516004510238,4.241103405421977e+26,3.346654697218482e+34
695.3744730628222,4.241103405421977e+26,3.346654697218482e+34
708.3341204987989,4.241103405421977e+26,3.346654697218482e+34
721.5349491787222,4.241103405421977e+26,3.346654697218482e+34
734.9814475265771,4.241103405421977e+26,3.346654697218482e+34
748.6781874966877,4.241103405421977e+26,3.346654697218482e+34
762.6298261282243,4.241103405421977e+26,3.346654697218482e+34
776.8411071286482,4.241103405421977e+26,3.346654697218482e+34
791.3168624866263,4.241103405421977e+26,3.346654697218482e+34
806.0620141149508,4.241103405421977e+26,3.346654697218482e+34
821.0815755240541,4.241103405421977e+26,3.346654697218482e+34
836.380653526649,4.241103405421977e+26,3.346654697218482e+34
851.9644499741017,4.241103405421977e+26,3.346654697218482e+34
867.8382635251194,4.241103405421977e+26,3.346654697218482e+34
884.007491447344,4.241103405421977e+26,3.346654697218482e+34
900.4776314524918,4.241103405421977e+26,3.346654697218482e+34
917.2542835656282,4.241103405421977e+26,3.346654697218482e+34
934.3431520292376,4.241103405421977e+26,3.346654697218482e+34
951.75004724273,4.241103405421977e+26,3.346654697218482e+34
969.4808877380308,4.241103405421977e+26,3.346654697218482e+34
987.5417021919574,4.241103405421977e+26,3.346654697218482e+34
1005.9386314760272,4.241103405421977e+26,3.346654697218482e+34
1024.6779307444208,4.241103405421977e+26,3.346654697218482e+34
1043.7659715608052,4.241103405421977e+26,3.346654697218482e+34
1063.2092440647243,4.241103405421977e+26,3.346654697218482e+34
1083.014359178331,4.241103405421977e+26,3.346654697218482e+34
1103.18805085416,4.241103405421977e+26,3.346654697218482e+34
1123.737178364751,4.241103405421977e+26,3.346654697218482e+34
1144.6687286348729,4.241103405421977e+26,3.346654697218482e+34
1165.9898186171474,4.241103405421977e+26,3.346654697218482e+34
1187.7076977119034,4.241103405421977e+26,3.346654697218482e+34
1209.8297502320395,4.241103405421977e+26,3.346654697218482e+34
1232.3634979137748,4.241103405421977e+26,3.346654697218482e+34
1255.3166024741215,4.241103405421977e+26,3.346654697218482e+34
1278.6968682159418,4.241103405421977e+26,3.346654697218482e+34
1302.512244681509,4.241103405421977e+26,3.346654697218482e+34
1326.770829355429,4.241103405421977e+26,3.346654697218482e+34
1351.480870417874,4.241103405421977e+26,3.346654697218482e+34
1376.6507695490548,4.241103405421977e+26,3.346654697218482e+34
1402.289084785873,4.241103405421977e+26,3.346654697218482e+34
1428.4045334317611,4.241103405421977e+26,3.346654697218482e+34
1455.0059950206487,4.241103405421977e+26,3.346654697218482e+34
1482.1025143361062,4.241103405421977e+26,3.346654697218482e+34
1509.7033044866555,4.241103405421977e+26,3.346654697218482e+34
1537.8177500383465,4.241103405421977e+26,3.346654697218482e+34
1566.455410205595,4.241103405421977e+26,3.346654697218482e+34
1595.6260221014252,4.241103405421977e+26,3.346654697218482e+34
1625.339504048194,4.241103405421977e+26,3.346654697218482e+34
1655.6059589499152,4.241103405421977e+26,3.346654697218482e+34
1686.4356777273756,4.241103405421977e+26,3.346654697218482e+34
1717.8391428171456,4.241103405421977e+26,3.346654697218482e+34
1749.8270317357235,4.241103405421977e+26,3.346654697218482e+34
1782.41022071001,4.241103405421977e+26,3.346654697218482e+34
1815.599788375329,4.241103405421977e+26,3.346654697218482e+34
1849.407019542302,4.241103405421977e+26,3.346654697218482e+34
1883.8434090337955,4.241103405421977e+26,3.346654697218482e+34
1918.9206655932828,4.241103405421977e+26,3.346654697218482e+34
1954.6507158659515,4.241103405421977e+26,3.346654697218482e+34
1991.0457084538712,4.241103405421977e+26,3.346654697218482e+34
2028.1180180466783,4.241103405421977e+26,3.346654697218482e+34
2065.880249629082,4.241103405421977e+26,3.346654697218482e+34
2104.345242766704,4.241103405421977e+26,3.346654697218482e+34
2143.52607597167,4.241103405421977e+26,3.346654697218482e+34
2183.436071149428,4.241103405421977e+26,3.346654697218482e+34
2224.088798128369,4.241103405421977e+26,3.346654697218482e+34
2265.498079273693,4.241103405421977e+26,3.346654697218482e+34
2307.6779941871678,4.241103405421977e+26,3.346654697218482e+34
2350.642884494351,4.241103405421977e+26,3.346654697218482e+34
2394.4073587208795,4.241103405421977e+26,3.346654697218482e+34
2438.98629725955,4.241103405421977e+26,3.346654697218482e+34
2484.3948574297983,4.241103405421977e+26,3.346654697218482e+34
2530.648478631353,4.241103405421977e+26,3.346654697218482e+34
2577.762887593804,4.241103405421977e+26,3.346654697218482e+34
2625.7541037238384,4.241103405421977e+26,3.346654697218482e+34
2674.6384445520453,4.241103405421977e+26,3.346654697218482e+34
2724.4325312810274,4.241103405421977e+26,3.346654697218482e+34
2775.1532944367978,4.241103405421977e+26,3.346654697218482e+34
2826.817979625344,4.241103405421977e+26,3.346654697218482e+34
2879.4441533962977,4.241103405421977e+26,3.346654697218482e+34
2933.0497092157875,4.241103405421977e+26,3.346654697218482e+34
2987.652873550383,4.241103405421977e+26,3.346654697218482e+34
3043.2722120643,4.241103405421977e+26,3.346654697218482e+34
3099.92663593193,4.241103405421977e+26,3.346654697218482e+34
3157.635408267819,4.241103405421977e+26,3.346654697218482e+34
3216.418150676372,4.241103405421977e+26,3.346654697218482e+34
3276.294849923382,4.241103405421977e+26,3.346654697218482e+34
3337.2858647317576,4.241103405421977e+26,3.346654697218482e+34
3399.4119327037097,4.241103405421977e+26,3.346654697218482e+34
3462.6941773717344,4.241103405421977e+26,3.346654697218482e+34
3527.154115380883,4.241103405421977e+26,3.346654697218482e+34
3592.813663804626,4.241103405421977e+26,3.346654697218482e+34
3659.695147596899,4.241103405421977e+26,3.346654697218482e+34
3727.8213071828377,4.241103405421977e+26,3.346654697218482e+34
3797.215306190737,4.241103405421977e+26,3.346654697218482e+34
3867.900739327976,4.241103405421977e+26,3.346654697218482e+34
3939.901640403448,4.241103405421977e+26,3.346654697218482e+34
4013.242490499318,4.241103405421977e+26,3.346654697218482e+34
4087.948226294865,4.241103405421977e+26,3.346654697218482e+34
4164.044248545185,4.241103405421977e+26,3.346654697218482e+34
4241.556430717777,4.241103405421977e+26,3.346654697218482e+34
4320.511127789762,4.241103405421977e+26,3.346654697218482e+34
4400.935185208879,4.241103405421977e+26,3.346654697218482e+34
4482.855948021191,4.241103405421977e+26,3.346654697218482e+34
4566.301270168747,4.241103405421977e+26,3.346654697218482e+34
4651.29952396019,4.241103405421977e+26,3.346654697218482e+34
4737.879609717651,4.241103405421977e+26,3.346654697218482e+34
4826.070965603189,4.241103405421977e+26,3.346654697218482e+34
